Log Date and Time Tue, 31 Mar 2009 16:21:47
Fields:Ambient KilnFront KilnBack Date Date2Num

(0, '64.2', '62.8', '64.2', 'Mon, 30 Mar 2009 21:54:29', '733496.91284070781')
(6011, '65.8', '64.4', '65.8', 'Tue, 31 Mar 2009 14:36:42', '733497.60882661399')
(6012, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:36:52', '733497.60894231498')
(6013, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:37:02', '733497.60905820399')
(6014, '65.8', '64.4', '65.8', 'Tue, 31 Mar 2009 14:37:12', '733497.60917390394')
(6015, '65.8', '64.2', '65.8', 'Tue, 31 Mar 2009 14:37:22', '733497.60928960622')
(6016, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:37:32', '733497.60940530675')
(6017, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:37:42', '733497.60952119401')
(6018, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:37:52', '733497.60963689536')
(6019, '65.8', '64.4', '65.8', 'Tue, 31 Mar 2009 14:38:02', '733497.60975259740')
(6020, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:38:12', '733497.60986829922')
(6021, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:38:22', '733497.60998418625')
(6022, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:38:32', '733497.61009988759')
(6023, '65.8', '64.2', '65.8', 'Tue, 31 Mar 2009 14:38:42', '733497.61021559103')
(6024, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:38:52', '733497.61033129063')
(6025, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:39:02', '733497.61044717813')
(6026, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:39:12', '733497.61056287959')
(6027, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:39:22', '733497.61067858164')
(6028, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:39:32', '733497.61079446808')
(6029, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:39:42', '733497.61091017071')
(6030, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:39:52', '733497.61102587124')
(6031, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:40:02', '733497.61114157329')
(6032, '65.8', '64.4', '65.8', 'Tue, 31 Mar 2009 14:40:12', '733497.61125745974')
(6033, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:40:22', '733497.61137316178')
(6034, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:40:32', '733497.61148886313')
(6035, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:40:42', '733497.61160475132')
(6036, '65.8', '64.4', '65.8', 'Tue, 31 Mar 2009 14:40:52', '733497.61172045162')
(6037, '65.8', '64.2', '65.8', 'Tue, 31 Mar 2009 14:41:02', '733497.61183633911')
(6038, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:41:12', '733497.61195204151')
(6039, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:41:22', '733497.61206792772')
(6040, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:41:32', '733497.61218362907')
(6041, '65.8', '64.4', '65.8', 'Tue, 31 Mar 2009 14:41:42', '733497.61229951621')
(6042, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:41:52', '733497.61241521721')
(6043, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:42:02', '733497.61253110459')
(6044, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:42:12', '733497.61264680582')
(6045, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:42:22', '733497.61276269355')
(6046, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:42:32', '733497.61287839431')
(6047, '65.8', '64.4', '65.8', 'Tue, 31 Mar 2009 14:42:42', '733497.61299428158')
(6048, '65.8', '64.2', '65.8', 'Tue, 31 Mar 2009 14:42:52', '733497.61310998420')
(6049, '65.8', '64.2', '65.8', 'Tue, 31 Mar 2009 14:43:02', '733497.61322587030')
(6050, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:43:12', '733497.61334158084')
(6051, '65.8', '64.2', '65.8', 'Tue, 31 Mar 2009 14:43:22', '733497.61345745868')
(6052, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:43:32', '733497.61357316026')
(6053, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:43:42', '733497.61368904775')
(6054, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:43:52', '733497.61380474851')
(6055, '65.8', '64.4', '65.8', 'Tue, 31 Mar 2009 14:44:02', '733497.61392063717')
(6056, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:44:12', '733497.61403633724')
(6057, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:44:22', '733497.61415222439')
(6058, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:44:32', '733497.61426792608')
(6059, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:44:42', '733497.61438381288')
(6060, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:44:52', '733497.61449951411')
(6061, '65.8', '64.4', '65.8', 'Tue, 31 Mar 2009 14:45:02', '733497.61461540253')
(6062, '65.8', '64.4', '65.8', 'Tue, 31 Mar 2009 14:45:12', '733497.61473110283')
(6063, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:45:22', '733497.61484698975')
(6064, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:45:32', '733497.61496269132')
(6065, '65.8', '64.2', '65.8', 'Tue, 31 Mar 2009 14:45:42', '733497.61507857894')
(6066, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:45:52', '733497.61519428028')
(6067, '65.8', '64.4', '65.8', 'Tue, 31 Mar 2009 14:46:02', '733497.61531016754')
(6068, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:46:12', '733497.61542586843')
(6069, '65.8', '64.4', '65.8', 'Tue, 31 Mar 2009 14:46:22', '733497.61554175569')
(6070, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:46:32', '733497.61565745622')
(6071, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:46:42', '733497.61577334348')
(6072, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:46:52', '733497.61588904518')
(6073, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:47:02', '733497.61600493209')
(6074, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:47:12', '733497.61612063344')
(6075, '65.8', '64.4', '65.8', 'Tue, 31 Mar 2009 14:47:22', '733497.61623652070')
(6076, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:47:32', '733497.61635222228')
(6077, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:47:42', '733497.61646810919')
(6078, '65.8', '64.2', '65.8', 'Tue, 31 Mar 2009 14:47:52', '733497.61658381217')
(6079, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:48:02', '733497.61669969803')
(6080, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:48:12', '733497.61681539973')
(6081, '65.8', '64.4', '65.8', 'Tue, 31 Mar 2009 14:48:22', '733497.61693128652')
(6082, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:48:32', '733497.61704698764')
(6083, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:48:42', '733497.61716287478')
(6084, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:48:52', '733497.61727857648')
(6085, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:49:02', '733497.61739446351')
(6086, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:49:12', '733497.61751016497')
(6087, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:49:22', '733497.61762605247')
(6088, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:49:32', '733497.61774175335')
(6089, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:49:42', '733497.61785764026')
(6090, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:49:52', '733497.61797334196')
(6091, '65.8', '64.4', '65.8', 'Tue, 31 Mar 2009 14:50:02', '733497.61808922887')
(6092, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:50:12', '733497.61820493080')
(6093, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:50:22', '733497.61832081783')
(6094, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:50:32', '733497.61843651894')
(6095, '65.8', '64.2', '65.8', 'Tue, 31 Mar 2009 14:50:42', '733497.61855240597')
(6096, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:50:52', '733497.61866810755')
(6097, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:51:02', '733497.61878399458')
(6098, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:51:12', '733497.61889969616')
(6099, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:51:22', '733497.61901558307')
(6100, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:51:32', '733497.61913128500')
(6101, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:51:42', '733497.61924717145')
(6102, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:51:52', '733497.61936287337')
(6103, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:52:02', '733497.61947876017')
(6104, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:52:12', '733497.61959446198')
(6105, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:52:22', '733497.61971034913')
(6106, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:52:32', '733497.61982605036')
(6107, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:52:42', '733497.61994193750')
(6108, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:52:52', '733497.62005763908')
(6109, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:53:02', '733497.62017352611')
(6110, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:53:12', '733497.62028922758')
(6111, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:53:23', '733497.62040511426')
(6112, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:53:32', '733497.62052081572')
(6113, '65.8', '64.4', '65.8', 'Tue, 31 Mar 2009 14:53:43', '733497.62063670391')
(6114, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:53:53', '733497.62075240444')
(6115, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:54:03', '733497.62086829171')
(6116, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:54:13', '733497.62098399340')
(6117, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:54:23', '733497.62109988008')
(6118, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:54:33', '733497.62121558236')
(6119, '65.8', '64.4', '65.8', 'Tue, 31 Mar 2009 14:54:43', '733497.62133146904')
(6120, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:54:53', '733497.62144717062')
(6121, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:55:03', '733497.62156305683')
(6122, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:55:13', '733497.62167875981')
(6123, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:55:23', '733497.62179464567')
(6124, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:55:33', '733497.62191034737')
(6125, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:55:43', '733497.62202623440')
(6126, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:55:53', '733497.62214193598')
(6127, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:56:03', '733497.62225782301')
(6128, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:56:13', '733497.62237352435')
(6129, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:56:23', '733497.62248941150')
(6130, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:56:33', '733497.62260511296')
(6131, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:56:43', '733497.62272099999')
(6132, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:56:53', '733497.62283670297')
(6133, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:57:03', '733497.62295258848')
(6134, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:57:13', '733497.62306829006')
(6135, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:57:23', '733497.62318417768')
(6136, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:57:33', '733497.62329987856')
(6137, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:57:43', '733497.62341576547')
(6138, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:57:53', '733497.62353146716')
(6139, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:58:03', '733497.62364735606')
(6140, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:58:13', '733497.62376305577')
(6141, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:58:23', '733497.62387875747')
(6142, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:58:33', '733497.62399464461')
(6143, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:58:43', '733497.62411053129')
(6144, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:58:53', '733497.62422623287')
(6145, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:59:03', '733497.62434216577')
(6146, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:59:13', '733497.62445782160')
(6147, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:59:23', '733497.62457370863')
(6148, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 14:59:33', '733497.62468940997')
(6149, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:59:43', '733497.62480534299')
(6150, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 14:59:53', '733497.62492104503')
(6151, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:00:03', '733497.62503670040')
(6152, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:00:13', '733497.62515258719')
(6153, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:00:23', '733497.62526852009')
(6154, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:00:33', '733497.62538422190')
(6155, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:00:43', '733497.62550006271')
(6156, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:00:53', '733497.62561576418')
(6157, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:01:03', '733497.62573151232')
(6158, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:01:13', '733497.62584739912')
(6159, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:01:23', '733497.62596305506')
(6160, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:01:33', '733497.62607894163')
(6161, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:01:43', '733497.62619468931')
(6162, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:01:53', '733497.62631057599')
(6163, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:02:03', '733497.62642623135')
(6164, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:02:13', '733497.62654211826')
(6165, '65.8', '64.4', '65.8', 'Tue, 31 Mar 2009 15:02:23', '733497.62665786641')
(6166, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:02:33', '733497.62677375309')
(6167, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:02:43', '733497.62688940868')
(6168, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:02:53', '733497.62700529513')
(6169, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:03:03', '733497.62712104374')
(6170, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:03:13', '733497.62723693054')
(6171, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:03:23', '733497.62735258660')
(6172, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:03:33', '733497.62746851891')
(6173, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:03:43', '733497.62758422049')
(6174, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:03:53', '733497.62770010740')
(6175, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:04:03', '733497.62781576300')
(6176, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:04:13', '733497.62793169601')
(6177, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:04:23', '733497.62804739748')
(6178, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:04:33', '733497.62816328474')
(6179, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:04:43', '733497.62827893975')
(6180, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:04:53', '733497.62839487311')
(6181, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:05:03', '733497.62851057481')
(6182, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:05:13', '733497.62862646196')
(6183, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:05:23', '733497.62874216354')
(6184, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:05:33', '733497.62885804987')
(6185, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:05:43', '733497.62897375191')
(6186, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:05:53', '733497.62908963882')
(6187, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:06:03', '733497.62920529407')
(6188, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:06:13', '733497.62932122708')
(6189, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:06:23', '733497.62943693018')
(6190, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:06:33', '733497.62955281592')
(6191, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:06:43', '733497.62966847140')
(6192, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:06:53', '733497.62978440418')
(6193, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:07:03', '733497.62990010588')
(6194, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:07:13', '733497.63001599268')
(6195, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:07:23', '733497.63013164839')
(6196, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:07:33', '733497.63024758268')
(6197, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:07:43', '733497.63036328356')
(6198, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:07:53', '733497.63047916989')
(6199, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:08:03', '733497.63059487182')
(6200, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:08:13', '733497.63071075850')
(6201, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:08:23', '733497.63082646043')
(6202, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:08:33', '733497.63094234711')
(6203, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:08:43', '733497.63105804927')
(6204, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:08:53', '733497.63117393560')
(6205, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:09:03', '733497.63128963741')
(6206, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:09:13', '733497.63140552433')
(6207, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:09:23', '733497.63152122614')
(6208, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:09:33', '733497.63163711270')
(6209, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:09:43', '733497.63175281440')
(6210, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:09:53', '733497.63186870131')
(6211, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:10:03', '733497.63198440301')
(6212, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:10:13', '733497.63210028980')
(6213, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:10:23', '733497.63221599220')
(6214, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:10:33', '733497.63233187818')
(6215, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:10:43', '733497.63244758011')
(6216, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:10:53', '733497.63256346679')
(6217, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:11:03', '733497.63267916837')
(6218, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:11:13', '733497.63279505540')
(6219, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:11:23', '733497.63291075709')
(6220, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:11:33', '733497.63302664401')
(6221, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:11:43', '733497.63314234593')
(6222, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:11:53', '733497.63325823308')
(6223, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:12:03', '733497.63337393466')
(6224, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:12:13', '733497.63348982087')
(6225, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:12:23', '733497.63360552292')
(6226, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:12:33', '733497.63372140995')
(6227, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:12:43', '733497.63383711129')
(6228, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:12:53', '733497.63395299821')
(6229, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:13:03', '733497.63406870002')
(6230, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:13:13', '733497.63418458670')
(6231, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:13:23', '733497.63430028840')
(6232, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:13:33', '733497.63441617531')
(6233, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:13:43', '733497.63453187700')
(6234, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:13:53', '733497.63464776368')
(6235, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:14:03', '733497.63476346573')
(6236, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:14:13', '733497.63487935276')
(6237, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:14:23', '733497.63499505387')
(6238, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:14:33', '733497.63511094113')
(6239, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:14:43', '733497.63522664330')
(6240, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:14:53', '733497.63534252951')
(6241, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:15:03', '733497.63545823132')
(6242, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:15:13', '733497.63557411823')
(6243, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:15:23', '733497.63568981958')
(6244, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:15:33', '733497.63580570673')
(6245, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:15:43', '733497.63592140807')
(6246, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:15:53', '733497.63603729522')
(6247, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:16:03', '733497.63615299680')
(6248, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:16:13', '733497.63626888487')
(6249, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:16:23', '733497.63638458552')
(6250, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:16:33', '733497.63650047255')
(6251, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:16:43', '733497.63661617378')
(6252, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:16:53', '733497.63673206070')
(6253, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:17:03', '733497.63684776239')
(6254, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:17:13', '733497.63696364930')
(6255, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:17:23', '733497.63707935112')
(6256, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:17:33', '733497.63719523815')
(6257, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:17:43', '733497.63731093961')
(6258, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:17:53', '733497.63742664142')
(6259, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:18:03', '733497.63754252822')
(6260, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:18:13', '733497.63765822991')
(6261, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:18:23', '733497.63777411671')
(6262, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:18:33', '733497.63788981864')
(6263, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:18:43', '733497.63800570555')
(6264, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:18:53', '733497.63812140713')
(6265, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:19:03', '733497.63823710859')
(6266, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:19:13', '733497.63835299679')
(6267, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:19:23', '733497.63846869685')
(6268, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:19:33', '733497.63858439855')
(6269, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:19:43', '733497.63870010013')
(6270, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:19:53', '733497.63881598762')
(6271, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:20:03', '733497.63893168897')
(6272, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:20:13', '733497.63904739066')
(6273, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:20:23', '733497.63916309248')
(6274, '65.5', '64.4', '65.5', 'Tue, 31 Mar 2009 15:20:33', '733497.63927897951')
(6275, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:20:43', '733497.63939468097')
(6276, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:20:53', '733497.63951038267')
(6277, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:21:03', '733497.63962608413')
(6278, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:21:13', '733497.63974197127')
(6279, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:21:23', '733497.63985767285')
(6280, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:21:33', '733497.63997337478')
(6281, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:21:43', '733497.64008907613')
(6282, '65.5', '64.2', '65.5', 'Tue, 31 Mar 2009 15:21:53', '733497.64020496304')
