Log Date and Time Tue, 05 Aug 2008 08:19:22
Ambient Kiln Date Date2Num

(0, '81.27', '81.27', 'Mon, 04 Aug 2008 14:00:00', '733258.58333628008')
(15160, '99.05', '2064.13', 'Tue, 05 Aug 2008 02:38:02', '733259.10975467181')
(15161, '99.27', '2060.62', 'Tue, 05 Aug 2008 02:38:05', '733259.10978948884')
(15162, '99.27', '2058.37', 'Tue, 05 Aug 2008 02:38:08', '733259.10982411134')
(15163, '99.05', '2062.63', 'Tue, 05 Aug 2008 02:38:11', '733259.10985892918')
(15164, '99.27', '2059.86', 'Tue, 05 Aug 2008 02:38:14', '733259.10989373503')
(15165, '99.05', '2055.13', 'Tue, 05 Aug 2008 02:38:17', '733259.10992836754')
(15166, '99.05', '2055.13', 'Tue, 05 Aug 2008 02:38:20', '733259.10996317398')
(15167, '99.27', '2057.61', 'Tue, 05 Aug 2008 02:38:23', '733259.10999780660')
(15168, '99.27', '2061.36', 'Tue, 05 Aug 2008 02:38:26', '733259.11003261281')
(15169, '99.05', '2057.38', 'Tue, 05 Aug 2008 02:38:29', '733259.11006724578')
(15170, '99.05', '2055.13', 'Tue, 05 Aug 2008 02:38:32', '733259.11010205268')
(15171, '99.05', '2058.87', 'Tue, 05 Aug 2008 02:38:35', '733259.11013668426')
(15172, '99.05', '2060.38', 'Tue, 05 Aug 2008 02:38:38', '733259.11017149186')
(15173, '99.05', '2052.88', 'Tue, 05 Aug 2008 02:38:41', '733259.11020612402')
(15174, '99.05', '2051.38', 'Tue, 05 Aug 2008 02:38:44', '733259.11024093232')
(15175, '99.05', '2054.39', 'Tue, 05 Aug 2008 02:38:47', '733259.11027556274')
(15176, '99.05', '2058.13', 'Tue, 05 Aug 2008 02:38:50', '733259.11031036952')
(15177, '99.05', '2053.63', 'Tue, 05 Aug 2008 02:38:53', '733259.11034499179')
(15178, '99.05', '2050.63', 'Tue, 05 Aug 2008 02:38:56', '733259.11037980940')
(15179, '99.05', '2056.62', 'Tue, 05 Aug 2008 02:38:59', '733259.11041442957')
(15180, '99.27', '2057.61', 'Tue, 05 Aug 2008 02:39:02', '733259.11044924823')
(15181, '99.05', '2055.13', 'Tue, 05 Aug 2008 02:39:05', '733259.11048386851')
(15182, '99.27', '2049.37', 'Tue, 05 Aug 2008 02:39:08', '733259.11051868636')
(15183, '99.05', '2052.14', 'Tue, 05 Aug 2008 02:39:11', '733259.11055330769')
(15184, '99.05', '2055.88', 'Tue, 05 Aug 2008 02:39:14', '733259.11058812635')
(15185, '99.05', '2049.89', 'Tue, 05 Aug 2008 02:39:17', '733259.11062274827')
(15186, '99.05', '2047.64', 'Tue, 05 Aug 2008 02:39:20', '733259.11065756460')
(15187, '99.05', '2049.13', 'Tue, 05 Aug 2008 02:39:23', '733259.11069218558')
(15188, '99.05', '2054.39', 'Tue, 05 Aug 2008 02:39:26', '733259.11072700471')
(15189, '99.05', '2050.63', 'Tue, 05 Aug 2008 02:39:29', '733259.11076162453')
(15190, '99.05', '2046.15', 'Tue, 05 Aug 2008 02:39:32', '733259.11079644319')
(15191, '99.05', '2051.38', 'Tue, 05 Aug 2008 02:39:35', '733259.11083106429')
(15192, '99.05', '2053.63', 'Tue, 05 Aug 2008 02:39:38', '733259.11086588376')
(15193, '99.05', '2046.15', 'Tue, 05 Aug 2008 02:39:41', '733259.11090068775')
(15194, '99.05', '2044.65', 'Tue, 05 Aug 2008 02:39:44', '733259.11093532166')
(15195, '99.05', '2046.15', 'Tue, 05 Aug 2008 02:39:47', '733259.11097012751')
(15196, '99.05', '2050.63', 'Tue, 05 Aug 2008 02:39:50', '733259.11100493465')
(15197, '99.05', '2047.64', 'Tue, 05 Aug 2008 02:39:53', '733259.11103956564')
(15198, '99.05', '2043.90', 'Tue, 05 Aug 2008 02:39:56', '733259.11107437278')
(15199, '99.05', '2048.40', 'Tue, 05 Aug 2008 02:39:59', '733259.11110900517')
(15200, '99.05', '2049.89', 'Tue, 05 Aug 2008 02:40:02', '733259.11114381172')
(15201, '99.05', '2049.13', 'Tue, 05 Aug 2008 02:40:05', '733259.11117844423')
(15202, '99.05', '2041.66', 'Tue, 05 Aug 2008 02:40:08', '733259.11121325148')
(15203, '99.05', '2043.16', 'Tue, 05 Aug 2008 02:40:11', '733259.11124788388')
(15204, '99.05', '2046.88', 'Tue, 05 Aug 2008 02:40:14', '733259.11128269008')
(15205, '99.05', '2045.39', 'Tue, 05 Aug 2008 02:40:17', '733259.11131732236')
(15206, '99.05', '2041.66', 'Tue, 05 Aug 2008 02:40:20', '733259.11135213007')
(15207, '99.05', '2039.41', 'Tue, 05 Aug 2008 02:40:23', '733259.11138676282')
(15208, '99.05', '2046.88', 'Tue, 05 Aug 2008 02:40:26', '733259.11142156855')
(15209, '99.05', '2047.64', 'Tue, 05 Aug 2008 02:40:29', '733259.11145620083')
(15210, '99.05', '2043.90', 'Tue, 05 Aug 2008 02:40:32', '733259.11149100808')
(15211, '99.05', '2038.68', 'Tue, 05 Aug 2008 02:40:35', '733259.11152582499')
(15212, '99.05', '2040.91', 'Tue, 05 Aug 2008 02:40:38', '733259.11156044621')
(15213, '99.05', '2043.90', 'Tue, 05 Aug 2008 02:40:41', '733259.11159526394')
(15214, '99.05', '2041.66', 'Tue, 05 Aug 2008 02:40:44', '733259.11162988574')
(15215, '98.82', '2036.93', 'Tue, 05 Aug 2008 02:40:47', '733259.11166470288')
(15216, '99.05', '2036.43', 'Tue, 05 Aug 2008 02:40:50', '733259.11169932457')
(15217, '99.05', '2043.16', 'Tue, 05 Aug 2008 02:40:53', '733259.11173414229')
(15218, '99.05', '2043.90', 'Tue, 05 Aug 2008 02:40:56', '733259.11176876398')
(15219, '99.05', '2037.18', 'Tue, 05 Aug 2008 02:40:59', '733259.11180356937')
(15220, '99.05', '2034.93', 'Tue, 05 Aug 2008 02:41:02', '733259.11183820292')
(15221, '99.05', '2035.69', 'Tue, 05 Aug 2008 02:41:05', '733259.11187300843')
(15222, '99.05', '2037.18', 'Tue, 05 Aug 2008 02:41:08', '733259.11190764187')
(15223, '99.05', '2041.66', 'Tue, 05 Aug 2008 02:41:11', '733259.11194244784')
(15224, '99.05', '2040.17', 'Tue, 05 Aug 2008 02:41:14', '733259.11197708175')
(15225, '99.05', '2033.44', 'Tue, 05 Aug 2008 02:41:17', '733259.11201188690')
(15226, '99.05', '2033.44', 'Tue, 05 Aug 2008 02:41:20', '733259.11204652023')
(15227, '99.05', '2034.93', 'Tue, 05 Aug 2008 02:41:23', '733259.11208132806')
(15228, '99.05', '2040.17', 'Tue, 05 Aug 2008 02:41:26', '733259.11211595917')
(15229, '99.05', '2039.41', 'Tue, 05 Aug 2008 02:41:29', '733259.11215076467')
(15230, '99.05', '2037.18', 'Tue, 05 Aug 2008 02:41:32', '733259.11218539870')
(15231, '98.82', '2031.69', 'Tue, 05 Aug 2008 02:41:35', '733259.11222020432')
(15232, '99.05', '2034.19', 'Tue, 05 Aug 2008 02:41:38', '733259.11225483695')
(15233, '99.05', '2036.43', 'Tue, 05 Aug 2008 02:41:41', '733259.11228964292')
(15234, '99.05', '2036.43', 'Tue, 05 Aug 2008 02:41:44', '733259.11232427682')
(15235, '99.05', '2032.70', 'Tue, 05 Aug 2008 02:41:47', '733259.11235908396')
(15236, '99.05', '2030.47', 'Tue, 05 Aug 2008 02:41:50', '733259.11239371519')
(15237, '99.05', '2034.19', 'Tue, 05 Aug 2008 02:41:53', '733259.11242852116')
(15238, '99.05', '2035.69', 'Tue, 05 Aug 2008 02:41:56', '733259.11246315541')
(15239, '98.82', '2036.17', 'Tue, 05 Aug 2008 02:41:59', '733259.11249796010')
(15240, '98.82', '2028.72', 'Tue, 05 Aug 2008 02:42:02', '733259.11253259354')
(15241, '98.82', '2027.97', 'Tue, 05 Aug 2008 02:42:05', '733259.11256739986')
(15242, '98.82', '2028.72', 'Tue, 05 Aug 2008 02:42:08', '733259.11260220967')
(15243, '99.05', '2034.93', 'Tue, 05 Aug 2008 02:42:11', '733259.11263683822')
(15244, '99.05', '2033.44', 'Tue, 05 Aug 2008 02:42:14', '733259.11267164536')
(15245, '98.82', '2030.20', 'Tue, 05 Aug 2008 02:42:17', '733259.11270627775')
(15246, '98.82', '2027.23', 'Tue, 05 Aug 2008 02:42:20', '733259.11274110910')
(15247, '98.82', '2029.46', 'Tue, 05 Aug 2008 02:42:23', '733259.11277571635')
(15248, '98.82', '2031.69', 'Tue, 05 Aug 2008 02:42:26', '733259.11281052348')
(15249, '99.05', '2028.97', 'Tue, 05 Aug 2008 02:42:29', '733259.11284515646')
(15250, '99.05', '2025.99', 'Tue, 05 Aug 2008 02:42:32', '733259.11287996196')
(15251, '98.82', '2024.24', 'Tue, 05 Aug 2008 02:42:35', '733259.11291459494')
(15252, '99.05', '2031.94', 'Tue, 05 Aug 2008 02:42:38', '733259.11294940161')
(15253, '98.82', '2030.95', 'Tue, 05 Aug 2008 02:42:41', '733259.11298403540')
(15254, '98.82', '2022.75', 'Tue, 05 Aug 2008 02:42:44', '733259.11301884055')
(15255, '98.82', '2024.24', 'Tue, 05 Aug 2008 02:42:47', '733259.11305347388')
(15256, '98.82', '2027.23', 'Tue, 05 Aug 2008 02:42:50', '733259.11308828078')
(15257, '99.05', '2030.47', 'Tue, 05 Aug 2008 02:42:53', '733259.11312291201')
(15258, '98.82', '2023.50', 'Tue, 05 Aug 2008 02:42:56', '733259.11315771902')
(15259, '98.82', '2022.01', 'Tue, 05 Aug 2008 02:42:59', '733259.11319235305')
(15260, '98.82', '2029.46', 'Tue, 05 Aug 2008 02:43:02', '733259.11322715774')
(15261, '98.82', '2028.72', 'Tue, 05 Aug 2008 02:43:05', '733259.11326197523')
(15262, '98.82', '2025.73', 'Tue, 05 Aug 2008 02:43:08', '733259.11329659633')
(15263, '98.82', '2021.27', 'Tue, 05 Aug 2008 02:43:11', '733259.11333141441')
(15264, '98.82', '2025.00', 'Tue, 05 Aug 2008 02:43:14', '733259.11336605076')
(15265, '98.82', '2027.23', 'Tue, 05 Aug 2008 02:43:17', '733259.11340084183')
(15266, '98.82', '2021.27', 'Tue, 05 Aug 2008 02:43:20', '733259.11343547492')
(15267, '98.82', '2019.04', 'Tue, 05 Aug 2008 02:43:23', '733259.11347028078')
(15268, '98.82', '2019.78', 'Tue, 05 Aug 2008 02:43:26', '733259.11350491364')
(15269, '99.05', '2026.72', 'Tue, 05 Aug 2008 02:43:29', '733259.11353972019')
(15270, '98.82', '2024.24', 'Tue, 05 Aug 2008 02:43:32', '733259.11357435375')
(15271, '98.82', '2020.51', 'Tue, 05 Aug 2008 02:43:35', '733259.11360915925')
(15272, '98.82', '2018.28', 'Tue, 05 Aug 2008 02:43:38', '733259.11364379223')
(15273, '98.82', '2021.27', 'Tue, 05 Aug 2008 02:43:41', '733259.11367859808')
(15274, '98.82', '2023.50', 'Tue, 05 Aug 2008 02:43:44', '733259.11371323233')
(15275, '98.82', '2019.04', 'Tue, 05 Aug 2008 02:43:47', '733259.11374803772')
(15276, '98.82', '2016.05', 'Tue, 05 Aug 2008 02:43:50', '733259.11378267012')
(15277, '98.82', '2016.05', 'Tue, 05 Aug 2008 02:43:53', '733259.11381747655')
(15278, '98.82', '2023.50', 'Tue, 05 Aug 2008 02:43:56', '733259.11385210883')
(15279, '98.82', '2021.27', 'Tue, 05 Aug 2008 02:43:59', '733259.11388691538')
(15280, '98.82', '2017.54', 'Tue, 05 Aug 2008 02:44:02', '733259.11392154894')
(15281, '98.82', '2015.31', 'Tue, 05 Aug 2008 02:44:05', '733259.11395635467')
(15282, '98.82', '2019.04', 'Tue, 05 Aug 2008 02:44:08', '733259.11399117217')
(15283, '98.82', '2021.27', 'Tue, 05 Aug 2008 02:44:11', '733259.11402579339')
(15284, '98.82', '2014.56', 'Tue, 05 Aug 2008 02:44:14', '733259.11406061170')
(15285, '98.82', '2012.34', 'Tue, 05 Aug 2008 02:44:17', '733259.11409523338')
(15286, '98.82', '2019.04', 'Tue, 05 Aug 2008 02:44:20', '733259.11413003923')
(15287, '98.82', '2020.51', 'Tue, 05 Aug 2008 02:44:23', '733259.11416467198')
(15288, '98.82', '2017.54', 'Tue, 05 Aug 2008 02:44:26', '733259.11419947946')
(15289, '98.82', '2012.34', 'Tue, 05 Aug 2008 02:44:29', '733259.11423411092')
(15290, '98.82', '2014.56', 'Tue, 05 Aug 2008 02:44:32', '733259.11426891759')
(15291, '98.82', '2017.54', 'Tue, 05 Aug 2008 02:44:35', '733259.11430355022')
(15292, '98.82', '2013.08', 'Tue, 05 Aug 2008 02:44:38', '733259.11433835840')
(15293, '98.82', '2010.11', 'Tue, 05 Aug 2008 02:44:41', '733259.11437317380')
(15294, '98.82', '2010.11', 'Tue, 05 Aug 2008 02:44:44', '733259.11440779502')
(15295, '98.82', '2017.54', 'Tue, 05 Aug 2008 02:44:47', '733259.11444261402')
(15296, '98.82', '2015.31', 'Tue, 05 Aug 2008 02:44:50', '733259.11447723641')
(15297, '98.82', '2012.34', 'Tue, 05 Aug 2008 02:44:53', '733259.11451205215')
(15298, '98.82', '2010.11', 'Tue, 05 Aug 2008 02:44:56', '733259.11454667465')
(15299, '98.82', '2013.08', 'Tue, 05 Aug 2008 02:44:59', '733259.11458149320')
(15300, '98.82', '2015.31', 'Tue, 05 Aug 2008 02:45:02', '733259.11461611313')
(15301, '98.82', '2009.37', 'Tue, 05 Aug 2008 02:45:05', '733259.11465093074')
(15302, '98.82', '2007.14', 'Tue, 05 Aug 2008 02:45:08', '733259.11468555289')
(15303, '98.82', '2007.88', 'Tue, 05 Aug 2008 02:45:11', '733259.11472037015')
(15304, '98.82', '2014.56', 'Tue, 05 Aug 2008 02:45:14', '733259.11475499149')
(15305, '98.82', '2012.34', 'Tue, 05 Aug 2008 02:45:17', '733259.11478980898')
(15306, '98.82', '2008.62', 'Tue, 05 Aug 2008 02:45:20', '733259.11482443113')
(15307, '98.82', '2007.88', 'Tue, 05 Aug 2008 02:45:23', '733259.11485923617')
(15308, '98.82', '2011.59', 'Tue, 05 Aug 2008 02:45:26', '733259.11489386938')
(15309, '98.82', '2012.34', 'Tue, 05 Aug 2008 02:45:29', '733259.11492867512')
(15310, '98.82', '2004.91', 'Tue, 05 Aug 2008 02:45:32', '733259.11496331042')
(15311, '98.82', '2004.17', 'Tue, 05 Aug 2008 02:45:35', '733259.11499811395')
(15312, '98.82', '2004.91', 'Tue, 05 Aug 2008 02:45:38', '733259.11503274774')
(15313, '98.82', '2011.59', 'Tue, 05 Aug 2008 02:45:41', '733259.11506755475')
(15314, '98.82', '2009.37', 'Tue, 05 Aug 2008 02:45:44', '733259.11510218715')
(15315, '98.82', '2006.40', 'Tue, 05 Aug 2008 02:45:47', '733259.11513699254')
(15316, '98.82', '2004.17', 'Tue, 05 Aug 2008 02:45:50', '733259.11517162621')
(15317, '98.82', '2006.40', 'Tue, 05 Aug 2008 02:45:53', '733259.11520643148')
(15318, '98.82', '2008.62', 'Tue, 05 Aug 2008 02:45:56', '733259.11524106562')
(15319, '98.82', '2004.91', 'Tue, 05 Aug 2008 02:45:59', '733259.11527587066')
(15320, '98.82', '2001.94', 'Tue, 05 Aug 2008 02:46:02', '733259.11531069130')
(15321, '98.82', '2001.20', 'Tue, 05 Aug 2008 02:46:05', '733259.11534530937')
(15322, '98.82', '2005.65', 'Tue, 05 Aug 2008 02:46:08', '733259.11538012850')
(15323, '98.82', '2007.88', 'Tue, 05 Aug 2008 02:46:11', '733259.11541474867')
(15324, '98.82', '2003.43', 'Tue, 05 Aug 2008 02:46:14', '733259.11544956814')
(15325, '98.82', '2000.46', 'Tue, 05 Aug 2008 02:46:17', '733259.11548418773')
(15326, '98.82', '1998.97', 'Tue, 05 Aug 2008 02:46:20', '733259.11551900650')
(15327, '98.82', '2005.65', 'Tue, 05 Aug 2008 02:46:23', '733259.11555362761')
(15328, '98.82', '2006.40', 'Tue, 05 Aug 2008 02:46:26', '733259.11558844533')
(15329, '98.82', '2004.91', 'Tue, 05 Aug 2008 02:46:29', '733259.11562306585')
(15330, '98.82', '1998.23', 'Tue, 05 Aug 2008 02:46:32', '733259.11565787345')
(15331, '98.82', '1998.97', 'Tue, 05 Aug 2008 02:46:35', '733259.11569250550')
(15332, '98.82', '2002.68', 'Tue, 05 Aug 2008 02:46:38', '733259.11572731205')
(15333, '98.60', '2001.70', 'Tue, 05 Aug 2008 02:46:41', '733259.11576194409')
(15334, '98.82', '1998.23', 'Tue, 05 Aug 2008 02:46:44', '733259.11579675181')
(15335, '98.82', '1996.02', 'Tue, 05 Aug 2008 02:46:47', '733259.11583138339')
(15336, '98.82', '2001.94', 'Tue, 05 Aug 2008 02:46:50', '733259.11586619052')
(15337, '98.82', '2003.43', 'Tue, 05 Aug 2008 02:46:53', '733259.11590100965')
(15338, '98.82', '2000.46', 'Tue, 05 Aug 2008 02:46:56', '733259.11593563028')
(15339, '98.60', '1995.03', 'Tue, 05 Aug 2008 02:46:59', '733259.11597044626')
(15340, '98.82', '1998.23', 'Tue, 05 Aug 2008 02:47:02', '733259.11600506818')
(15341, '98.60', '2000.97', 'Tue, 05 Aug 2008 02:47:05', '733259.11603988614')
(15342, '98.60', '1997.26', 'Tue, 05 Aug 2008 02:47:08', '733259.11607450922')
(15343, '98.60', '1993.55', 'Tue, 05 Aug 2008 02:47:11', '733259.11610932450')
(15344, '98.82', '1993.05', 'Tue, 05 Aug 2008 02:47:14', '733259.11614394712')
(15345, '98.82', '2000.46', 'Tue, 05 Aug 2008 02:47:17', '733259.11617880617')
(15346, '98.60', '1998.73', 'Tue, 05 Aug 2008 02:47:20', '733259.11621338536')
(15347, '98.60', '1996.52', 'Tue, 05 Aug 2008 02:47:23', '733259.11624820321')
(15348, '98.82', '1993.05', 'Tue, 05 Aug 2008 02:47:26', '733259.11628282536')
(15349, '98.82', '1996.02', 'Tue, 05 Aug 2008 02:47:29', '733259.11631764390')
(15350, '98.60', '1997.26', 'Tue, 05 Aug 2008 02:47:32', '733259.11635226372')
(15351, '98.60', '1994.29', 'Tue, 05 Aug 2008 02:47:35', '733259.11638708110')
(15352, '98.60', '1990.58', 'Tue, 05 Aug 2008 02:47:38', '733259.11642170406')
(15353, '98.82', '1996.02', 'Tue, 05 Aug 2008 02:47:41', '733259.11645650968')
(15354, '98.60', '1998.00', 'Tue, 05 Aug 2008 02:47:44', '733259.11649114196')
(15355, '98.60', '1995.03', 'Tue, 05 Aug 2008 02:47:47', '733259.11652594805')
(15356, '98.82', '1991.57', 'Tue, 05 Aug 2008 02:47:50', '733259.11656058184')
(15357, '98.60', '1992.07', 'Tue, 05 Aug 2008 02:47:53', '733259.11659538641')
(15358, '98.60', '1995.78', 'Tue, 05 Aug 2008 02:47:56', '733259.11663002009')
(15359, '98.82', '1990.81', 'Tue, 05 Aug 2008 02:47:59', '733259.11666482617')
(15360, '98.82', '1988.60', 'Tue, 05 Aug 2008 02:48:02', '733259.11669945985')
(15361, '98.60', '1990.58', 'Tue, 05 Aug 2008 02:48:05', '733259.11673426453')
(15362, '98.60', '1993.55', 'Tue, 05 Aug 2008 02:48:08', '733259.11676908354')
(15363, '98.60', '1989.10', 'Tue, 05 Aug 2008 02:48:11', '733259.11680370441')
(15364, '98.82', '1986.39', 'Tue, 05 Aug 2008 02:48:14', '733259.11683852272')
(15365, '98.60', '1993.55', 'Tue, 05 Aug 2008 02:48:17', '733259.11687314382')
(15366, '98.60', '1993.55', 'Tue, 05 Aug 2008 02:48:20', '733259.11690796248')
(15367, '98.60', '1989.84', 'Tue, 05 Aug 2008 02:48:23', '733259.11694258358')
(15368, '98.60', '1986.89', 'Tue, 05 Aug 2008 02:48:26', '733259.11697740073')
(15369, '98.60', '1989.84', 'Tue, 05 Aug 2008 02:48:29', '733259.11701202113')
(15370, '98.60', '1992.81', 'Tue, 05 Aug 2008 02:48:32', '733259.11704684119')
(15371, '98.60', '1984.68', 'Tue, 05 Aug 2008 02:48:35', '733259.11708146066')
(15372, '98.60', '1984.68', 'Tue, 05 Aug 2008 02:48:38', '733259.11711627862')
(15373, '98.60', '1987.63', 'Tue, 05 Aug 2008 02:48:41', '733259.11715089902')
(15374, '98.60', '1989.10', 'Tue, 05 Aug 2008 02:48:44', '733259.11718571826')
(15375, '98.82', '1984.89', 'Tue, 05 Aug 2008 02:48:47', '733259.11722033832')
(15376, '98.60', '1982.46', 'Tue, 05 Aug 2008 02:48:50', '733259.11725514615')
(15377, '98.60', '1989.10', 'Tue, 05 Aug 2008 02:48:53', '733259.11728977819')
(15378, '98.60', '1989.10', 'Tue, 05 Aug 2008 02:48:56', '733259.11732458638')
(15379, '98.82', '1985.65', 'Tue, 05 Aug 2008 02:48:59', '733259.11735921656')
(15380, '98.60', '1983.20', 'Tue, 05 Aug 2008 02:49:02', '733259.11739402357')
(15381, '98.60', '1987.63', 'Tue, 05 Aug 2008 02:49:05', '733259.11742865632')
(15382, '98.60', '1988.37', 'Tue, 05 Aug 2008 02:49:08', '733259.11746346473')
(15383, '98.60', '1980.23', 'Tue, 05 Aug 2008 02:49:11', '733259.11749828083')
(15384, '98.60', '1981.71', 'Tue, 05 Aug 2008 02:49:14', '733259.11753290158')
(15385, '98.60', '1985.41', 'Tue, 05 Aug 2008 02:49:17', '733259.11756771896')
(15386, '98.60', '1983.20', 'Tue, 05 Aug 2008 02:49:20', '733259.11760234053')
(15387, '98.60', '1979.49', 'Tue, 05 Aug 2008 02:49:23', '733259.11763715802')
(15388, '98.60', '1979.49', 'Tue, 05 Aug 2008 02:49:26', '733259.11767178006')
(15389, '98.60', '1986.15', 'Tue, 05 Aug 2008 02:49:29', '733259.11770659767')
(15390, '98.60', '1983.20', 'Tue, 05 Aug 2008 02:49:32', '733259.11774121865')
(15391, '98.60', '1978.75', 'Tue, 05 Aug 2008 02:49:35', '733259.11777603615')
(15392, '98.60', '1983.20', 'Tue, 05 Aug 2008 02:49:38', '733259.11781065876')
(15393, '98.60', '1984.68', 'Tue, 05 Aug 2008 02:49:41', '733259.11784547626')
(15394, '98.60', '1981.71', 'Tue, 05 Aug 2008 02:49:44', '733259.11788009724')
(15395, '98.60', '1978.02', 'Tue, 05 Aug 2008 02:49:47', '733259.11791491520')
(15396, '98.60', '1981.71', 'Tue, 05 Aug 2008 02:49:50', '733259.11794953619')
(15397, '98.60', '1980.23', 'Tue, 05 Aug 2008 02:49:53', '733259.11798435356')
(15398, '98.60', '1975.80', 'Tue, 05 Aug 2008 02:49:56', '733259.11801897560')
(15399, '98.60', '1976.54', 'Tue, 05 Aug 2008 02:49:59', '733259.11805379461')
(15400, '98.60', '1980.97', 'Tue, 05 Aug 2008 02:50:02', '733259.11808845110')
(15401, '98.60', '1978.02', 'Tue, 05 Aug 2008 02:50:05', '733259.11812322016')
(15402, '98.60', '1974.33', 'Tue, 05 Aug 2008 02:50:08', '733259.11815785326')
(15403, '98.60', '1980.97', 'Tue, 05 Aug 2008 02:50:11', '733259.11819265888')
(15404, '98.60', '1980.97', 'Tue, 05 Aug 2008 02:50:14', '733259.11822729220')
(15405, '98.60', '1976.54', 'Tue, 05 Aug 2008 02:50:17', '733259.11826209817')
(15406, '98.60', '1973.59', 'Tue, 05 Aug 2008 02:50:20', '733259.11829673208')
(15407, '98.60', '1978.75', 'Tue, 05 Aug 2008 02:50:23', '733259.11833153700')
(15408, '98.60', '1980.23', 'Tue, 05 Aug 2008 02:50:26', '733259.11836617067')
(15409, '98.60', '1972.85', 'Tue, 05 Aug 2008 02:50:29', '733259.11840097653')
(15410, '98.60', '1972.11', 'Tue, 05 Aug 2008 02:50:32', '733259.11843561172')
(15411, '98.60', '1975.06', 'Tue, 05 Aug 2008 02:50:35', '733259.11847041536')
(15412, '98.60', '1976.54', 'Tue, 05 Aug 2008 02:50:38', '733259.11850523402')
(15413, '98.60', '1972.85', 'Tue, 05 Aug 2008 02:50:41', '733259.11853985651')
(15414, '98.60', '1970.64', 'Tue, 05 Aug 2008 02:50:44', '733259.11857467296')
(15415, '98.60', '1978.02', 'Tue, 05 Aug 2008 02:50:47', '733259.11860929430')
(15416, '98.60', '1976.54', 'Tue, 05 Aug 2008 02:50:50', '733259.11864411284')
(15417, '98.60', '1972.85', 'Tue, 05 Aug 2008 02:50:53', '733259.11867873301')
(15418, '98.60', '1971.37', 'Tue, 05 Aug 2008 02:50:56', '733259.11871355108')
(15419, '98.60', '1974.33', 'Tue, 05 Aug 2008 02:50:59', '733259.11874817137')
(15420, '98.60', '1975.80', 'Tue, 05 Aug 2008 02:51:02', '733259.11878299050')
(15421, '98.60', '1969.16', 'Tue, 05 Aug 2008 02:51:05', '733259.11881779740')
(15422, '98.60', '1969.16', 'Tue, 05 Aug 2008 02:51:08', '733259.11885242967')
(15423, '98.60', '1975.06', 'Tue, 05 Aug 2008 02:51:11', '733259.11888723518')
(15424, '98.60', '1972.85', 'Tue, 05 Aug 2008 02:51:14', '733259.11892185768')
(15425, '98.60', '1969.16', 'Tue, 05 Aug 2008 02:51:17', '733259.11895667401')
(15426, '98.60', '1966.95', 'Tue, 05 Aug 2008 02:51:20', '733259.11899129604')
(15427, '98.60', '1973.59', 'Tue, 05 Aug 2008 02:51:23', '733259.11902614415')
(15428, '98.60', '1972.85', 'Tue, 05 Aug 2008 02:51:26', '733259.11906073545')
(15429, '98.60', '1965.47', 'Tue, 05 Aug 2008 02:51:29', '733259.11909555236')
(15430, '98.60', '1966.95', 'Tue, 05 Aug 2008 02:51:32', '733259.11913017440')
(15431, '98.60', '1971.37', 'Tue, 05 Aug 2008 02:51:35', '733259.11916499224')
(15432, '98.60', '1972.11', 'Tue, 05 Aug 2008 02:51:38', '733259.11919961288')
(15433, '98.60', '1964.73', 'Tue, 05 Aug 2008 02:51:41', '733259.11923443025')
(15434, '98.60', '1965.47', 'Tue, 05 Aug 2008 02:51:44', '733259.11926905240')
(15435, '98.60', '1971.37', 'Tue, 05 Aug 2008 02:51:47', '733259.11930387130')
(15436, '98.60', '1968.42', 'Tue, 05 Aug 2008 02:51:50', '733259.11933849123')
(15437, '98.60', '1963.99', 'Tue, 05 Aug 2008 02:51:53', '733259.11937330861')
(15438, '98.60', '1963.26', 'Tue, 05 Aug 2008 02:51:56', '733259.11940793123')
(15439, '98.60', '1969.90', 'Tue, 05 Aug 2008 02:51:59', '733259.11944274814')
(15440, '98.60', '1967.68', 'Tue, 05 Aug 2008 02:52:02', '733259.11947736936')
(15441, '98.60', '1963.26', 'Tue, 05 Aug 2008 02:52:05', '733259.11951218720')
(15442, '98.60', '1966.21', 'Tue, 05 Aug 2008 02:52:08', '733259.11954699422')
(15443, '98.60', '1968.42', 'Tue, 05 Aug 2008 02:52:11', '733259.11958162580')
(15444, '98.60', '1962.52', 'Tue, 05 Aug 2008 02:52:14', '733259.11961643305')
(15445, '98.60', '1961.80', 'Tue, 05 Aug 2008 02:52:17', '733259.11965106556')
(15446, '98.60', '1965.47', 'Tue, 05 Aug 2008 02:52:20', '733259.11968587269')
(15447, '98.60', '1963.26', 'Tue, 05 Aug 2008 02:52:23', '733259.11972049251')
(15448, '98.60', '1960.32', 'Tue, 05 Aug 2008 02:52:26', '733259.11975531094')
(15449, '98.37', '1960.81', 'Tue, 05 Aug 2008 02:52:29', '733259.11978993227')
(15450, '98.60', '1966.21', 'Tue, 05 Aug 2008 02:52:32', '733259.11982475000')
(15451, '98.60', '1962.52', 'Tue, 05 Aug 2008 02:52:35', '733259.11985955562')
(15452, '98.60', '1958.85', 'Tue, 05 Aug 2008 02:52:38', '733259.11989418906')
(15453, '98.60', '1964.73', 'Tue, 05 Aug 2008 02:52:41', '733259.11992899480')
(15454, '98.60', '1965.47', 'Tue, 05 Aug 2008 02:52:44', '733259.11996362754')
(15455, '98.37', '1960.07', 'Tue, 05 Aug 2008 02:52:47', '733259.11999843479')
