Log Date and Time Wed, 03 Dec 2008 14:28:11
Ambient Kiln Date Date2Num

(0, '58.77', '277.48', 'Tue, 02 Dec 2008 14:08:28', '733378.58922143898')
(23703, '61.02', '642.65', 'Wed, 03 Dec 2008 09:53:40', '733379.41227451852')
(23704, '61.25', '642.20', 'Wed, 03 Dec 2008 09:53:43', '733379.41230932530')
(23705, '61.02', '641.30', 'Wed, 03 Dec 2008 09:53:46', '733379.41234395781')
(23706, '61.02', '641.98', 'Wed, 03 Dec 2008 09:53:49', '733379.41237876518')
(23707, '61.02', '641.98', 'Wed, 03 Dec 2008 09:53:52', '733379.41241339629')
(23708, '61.02', '641.30', 'Wed, 03 Dec 2008 09:53:55', '733379.41244820366')
(23709, '61.02', '641.30', 'Wed, 03 Dec 2008 09:53:58', '733379.41248283535')
(23710, '61.02', '641.30', 'Wed, 03 Dec 2008 09:54:01', '733379.41251764214')
(23711, '61.02', '641.30', 'Wed, 03 Dec 2008 09:54:04', '733379.41255227441')
(23712, '61.02', '641.30', 'Wed, 03 Dec 2008 09:54:07', '733379.41258708131')
(23713, '61.02', '641.30', 'Wed, 03 Dec 2008 09:54:10', '733379.41262171383')
(23714, '61.02', '641.30', 'Wed, 03 Dec 2008 09:54:13', '733379.41265652038')
(23715, '61.25', '641.53', 'Wed, 03 Dec 2008 09:54:16', '733379.41269115289')
(23716, '61.02', '641.30', 'Wed, 03 Dec 2008 09:54:19', '733379.41272596014')
(23717, '61.02', '641.30', 'Wed, 03 Dec 2008 09:54:22', '733379.41276058031')
(23718, '61.02', '641.30', 'Wed, 03 Dec 2008 09:54:25', '733379.41279539873')
(23719, '61.02', '641.30', 'Wed, 03 Dec 2008 09:54:28', '733379.41283001949')
(23720, '61.02', '641.30', 'Wed, 03 Dec 2008 09:54:31', '733379.41286483861')
(23721, '61.02', '641.98', 'Wed, 03 Dec 2008 09:54:34', '733379.41289964388')
(23722, '61.02', '641.30', 'Wed, 03 Dec 2008 09:54:37', '733379.41293427721')
(23723, '61.02', '641.30', 'Wed, 03 Dec 2008 09:54:40', '733379.41296908271')
(23724, '61.02', '641.30', 'Wed, 03 Dec 2008 09:54:43', '733379.41300371627')
(23725, '61.02', '641.30', 'Wed, 03 Dec 2008 09:54:46', '733379.41303852166')
(23726, '61.02', '641.30', 'Wed, 03 Dec 2008 09:54:49', '733379.41307315475')
(23727, '61.02', '640.63', 'Wed, 03 Dec 2008 09:54:52', '733379.41310796083')
(23728, '61.02', '640.63', 'Wed, 03 Dec 2008 09:54:55', '733379.41314259404')
(23729, '61.02', '640.63', 'Wed, 03 Dec 2008 09:54:58', '733379.41317739990')
(23730, '61.02', '640.63', 'Wed, 03 Dec 2008 09:55:01', '733379.41321203299')
(23731, '61.02', '639.95', 'Wed, 03 Dec 2008 09:55:04', '733379.41324683896')
(23732, '61.02', '639.95', 'Wed, 03 Dec 2008 09:55:07', '733379.41328147217')
(23733, '61.02', '640.63', 'Wed, 03 Dec 2008 09:55:10', '733379.41331627825')
(23734, '61.02', '639.95', 'Wed, 03 Dec 2008 09:55:13', '733379.41335091135')
(23735, '61.02', '639.95', 'Wed, 03 Dec 2008 09:55:16', '733379.41338571755')
(23736, '61.02', '639.95', 'Wed, 03 Dec 2008 09:55:19', '733379.41342035076')
(23737, '61.02', '639.27', 'Wed, 03 Dec 2008 09:55:22', '733379.41345515614')
(23738, '61.02', '639.95', 'Wed, 03 Dec 2008 09:55:25', '733379.41348977829')
(23739, '61.02', '639.95', 'Wed, 03 Dec 2008 09:55:28', '733379.41352459509')
(23740, '61.02', '639.27', 'Wed, 03 Dec 2008 09:55:31', '733379.41355921689')
(23741, '61.02', '639.27', 'Wed, 03 Dec 2008 09:55:34', '733379.41359403415')
(23742, '61.02', '639.27', 'Wed, 03 Dec 2008 09:55:37', '733379.41362865595')
(23743, '61.02', '639.27', 'Wed, 03 Dec 2008 09:55:40', '733379.41366347368')
(23744, '61.25', '639.50', 'Wed, 03 Dec 2008 09:55:43', '733379.41369809525')
(23745, '61.02', '639.27', 'Wed, 03 Dec 2008 09:55:46', '733379.41373291274')
(23746, '61.25', '639.50', 'Wed, 03 Dec 2008 09:55:49', '733379.41376753501')
(23747, '61.02', '638.60', 'Wed, 03 Dec 2008 09:55:52', '733379.41380235180')
(23748, '61.02', '638.60', 'Wed, 03 Dec 2008 09:55:55', '733379.41383697442')
(23749, '61.02', '639.27', 'Wed, 03 Dec 2008 09:55:58', '733379.41387179075')
(23750, '61.02', '638.60', 'Wed, 03 Dec 2008 09:56:01', '733379.41390645527')
(23751, '61.02', '638.60', 'Wed, 03 Dec 2008 09:56:04', '733379.41394123004')
(23752, '61.02', '638.60', 'Wed, 03 Dec 2008 09:56:07', '733379.41397603834')
(23753, '61.02', '639.27', 'Wed, 03 Dec 2008 09:56:10', '733379.41401066934')
(23754, '61.02', '638.60', 'Wed, 03 Dec 2008 09:56:13', '733379.41404547566')
(23755, '61.25', '638.82', 'Wed, 03 Dec 2008 09:56:16', '733379.41408010805')
(23756, '61.02', '638.60', 'Wed, 03 Dec 2008 09:56:19', '733379.41411491425')
(23757, '61.02', '637.92', 'Wed, 03 Dec 2008 09:56:22', '733379.41414954676')
(23758, '61.02', '638.60', 'Wed, 03 Dec 2008 09:56:25', '733379.41418435343')
(23759, '61.02', '638.60', 'Wed, 03 Dec 2008 09:56:28', '733379.41421897453')
(23760, '61.02', '638.60', 'Wed, 03 Dec 2008 09:56:31', '733379.41425379249')
(23761, '61.02', '637.92', 'Wed, 03 Dec 2008 09:56:34', '733379.41428841359')
(23762, '61.02', '638.60', 'Wed, 03 Dec 2008 09:56:37', '733379.41432323144')
(23763, '61.25', '638.15', 'Wed, 03 Dec 2008 09:56:40', '733379.41435785301')
(23764, '61.02', '638.60', 'Wed, 03 Dec 2008 09:56:43', '733379.41439267085')
(23765, '61.02', '638.60', 'Wed, 03 Dec 2008 09:56:46', '733379.41442729207')
(23766, '61.25', '638.82', 'Wed, 03 Dec 2008 09:56:49', '733379.41446211014')
(23767, '61.02', '639.27', 'Wed, 03 Dec 2008 09:56:52', '733379.41449673066')
(23768, '61.02', '638.60', 'Wed, 03 Dec 2008 09:56:55', '733379.41453154956')
(23769, '61.02', '638.60', 'Wed, 03 Dec 2008 09:56:58', '733379.41456616961')
(23770, '61.02', '638.60', 'Wed, 03 Dec 2008 09:57:01', '733379.41460098827')
(23771, '61.02', '637.92', 'Wed, 03 Dec 2008 09:57:04', '733379.41463560879')
(23772, '61.02', '638.60', 'Wed, 03 Dec 2008 09:57:07', '733379.41467042721')
(23773, '61.02', '637.92', 'Wed, 03 Dec 2008 09:57:10', '733379.41470504808')
(23774, '61.25', '638.15', 'Wed, 03 Dec 2008 09:57:13', '733379.41473986628')
(23775, '61.02', '637.25', 'Wed, 03 Dec 2008 09:57:16', '733379.41477448738')
(23776, '61.02', '637.92', 'Wed, 03 Dec 2008 09:57:19', '733379.41480930510')
(23777, '61.02', '637.25', 'Wed, 03 Dec 2008 09:57:22', '733379.41484392621')
(23778, '61.25', '637.47', 'Wed, 03 Dec 2008 09:57:25', '733379.41487873299')
(23779, '61.02', '637.25', 'Wed, 03 Dec 2008 09:57:28', '733379.41491336538')
(23780, '61.02', '637.25', 'Wed, 03 Dec 2008 09:57:31', '733379.41494817252')
(23781, '61.02', '637.92', 'Wed, 03 Dec 2008 09:57:34', '733379.41498280445')
(23782, '61.02', '637.92', 'Wed, 03 Dec 2008 09:57:37', '733379.41501761111')
(23783, '61.02', '637.25', 'Wed, 03 Dec 2008 09:57:40', '733379.41505242907')
(23784, '61.02', '637.25', 'Wed, 03 Dec 2008 09:57:43', '733379.41508705006')
(23785, '61.02', '636.57', 'Wed, 03 Dec 2008 09:57:46', '733379.41512186779')
(23786, '61.02', '636.57', 'Wed, 03 Dec 2008 09:57:49', '733379.41515648877')
(23787, '61.02', '636.57', 'Wed, 03 Dec 2008 09:57:52', '733379.41519130662')
(23788, '61.02', '636.57', 'Wed, 03 Dec 2008 09:57:55', '733379.41522592807')
(23789, '61.02', '636.57', 'Wed, 03 Dec 2008 09:57:58', '733379.41526074568')
(23790, '61.02', '636.57', 'Wed, 03 Dec 2008 09:58:01', '733379.41529536713')
(23791, '61.02', '635.88', 'Wed, 03 Dec 2008 09:58:04', '733379.41533018497')
(23792, '61.02', '637.25', 'Wed, 03 Dec 2008 09:58:07', '733379.41536480619')
(23793, '61.02', '636.57', 'Wed, 03 Dec 2008 09:58:10', '733379.41539961263')
(23794, '61.02', '636.57', 'Wed, 03 Dec 2008 09:58:13', '733379.41543424525')
(23795, '61.02', '636.57', 'Wed, 03 Dec 2008 09:58:16', '733379.41546905180')
(23796, '61.02', '636.57', 'Wed, 03 Dec 2008 09:58:19', '733379.41550368443')
(23797, '61.02', '636.57', 'Wed, 03 Dec 2008 09:58:22', '733379.41553849087')
(23798, '61.02', '637.25', 'Wed, 03 Dec 2008 09:58:25', '733379.41557330906')
(23799, '61.02', '635.88', 'Wed, 03 Dec 2008 09:58:28', '733379.41560793004')
(23800, '61.02', '635.88', 'Wed, 03 Dec 2008 09:58:31', '733379.41564274812')
(23801, '61.02', '635.88', 'Wed, 03 Dec 2008 09:58:34', '733379.41567736899')
(23802, '61.02', '635.88', 'Wed, 03 Dec 2008 09:58:37', '733379.41571218718')
(23803, '61.02', '635.88', 'Wed, 03 Dec 2008 09:58:40', '733379.41574680782')
(23804, '61.02', '636.57', 'Wed, 03 Dec 2008 09:58:43', '733379.41578162625')
(23805, '61.02', '636.57', 'Wed, 03 Dec 2008 09:58:46', '733379.41581624711')
(23806, '61.02', '636.57', 'Wed, 03 Dec 2008 09:58:49', '733379.41585106542')
(23807, '61.02', '636.57', 'Wed, 03 Dec 2008 09:58:52', '733379.41588568606')
(23808, '61.02', '635.88', 'Wed, 03 Dec 2008 09:58:55', '733379.41592050483')
(23809, '61.02', '635.88', 'Wed, 03 Dec 2008 09:58:58', '733379.41595512524')
(23810, '61.02', '635.22', 'Wed, 03 Dec 2008 09:59:01', '733379.41598994390')
(23811, '61.02', '635.88', 'Wed, 03 Dec 2008 09:59:04', '733379.41602456430')
(23812, '61.02', '635.22', 'Wed, 03 Dec 2008 09:59:07', '733379.41605938296')
(23813, '61.02', '635.22', 'Wed, 03 Dec 2008 09:59:10', '733379.41609400371')
(23814, '61.02', '635.88', 'Wed, 03 Dec 2008 09:59:13', '733379.41612881050')
(23815, '61.02', '635.22', 'Wed, 03 Dec 2008 09:59:16', '733379.41616344231')
(23816, '61.02', '635.88', 'Wed, 03 Dec 2008 09:59:19', '733379.41619824956')
(23817, '61.02', '635.22', 'Wed, 03 Dec 2008 09:59:22', '733379.41623288114')
(23818, '61.02', '635.22', 'Wed, 03 Dec 2008 09:59:25', '733379.41626768839')
(23819, '61.02', '635.22', 'Wed, 03 Dec 2008 09:59:28', '733379.41630232031')
(23820, '61.02', '634.53', 'Wed, 03 Dec 2008 09:59:31', '733379.41633712756')
(23821, '61.02', '634.53', 'Wed, 03 Dec 2008 09:59:34', '733379.41637175949')
(23822, '61.02', '635.22', 'Wed, 03 Dec 2008 09:59:37', '733379.41640656651')
(23823, '61.02', '635.22', 'Wed, 03 Dec 2008 09:59:40', '733379.41644118726')
(23824, '61.02', '635.22', 'Wed, 03 Dec 2008 09:59:43', '733379.41647600580')
(23825, '61.02', '634.53', 'Wed, 03 Dec 2008 09:59:46', '733379.41651062644')
(23826, '61.02', '634.53', 'Wed, 03 Dec 2008 09:59:49', '733379.41654544487')
(23827, '61.02', '633.87', 'Wed, 03 Dec 2008 09:59:52', '733379.41658006550')
(23828, '61.02', '634.53', 'Wed, 03 Dec 2008 09:59:55', '733379.41661488428')
(23829, '61.02', '634.53', 'Wed, 03 Dec 2008 09:59:58', '733379.41664968978')
(23830, '61.02', '634.53', 'Wed, 03 Dec 2008 10:00:01', '733379.41668432276')
(23831, '61.02', '634.53', 'Wed, 03 Dec 2008 10:00:04', '733379.41671912838')
(23832, '61.02', '634.53', 'Wed, 03 Dec 2008 10:00:07', '733379.41675376182')
(23833, '61.02', '634.53', 'Wed, 03 Dec 2008 10:00:10', '733379.41678856756')
(23834, '61.02', '633.87', 'Wed, 03 Dec 2008 10:00:13', '733379.41682320088')
(23835, '61.02', '633.87', 'Wed, 03 Dec 2008 10:00:16', '733379.41685800673')
(23836, '61.02', '633.87', 'Wed, 03 Dec 2008 10:00:19', '733379.41689264006')
(23837, '61.02', '633.87', 'Wed, 03 Dec 2008 10:00:22', '733379.41692744580')
(23838, '61.02', '634.53', 'Wed, 03 Dec 2008 10:00:25', '733379.41696207935')
(23839, '61.02', '634.53', 'Wed, 03 Dec 2008 10:00:28', '733379.41699688509')
(23840, '61.02', '633.87', 'Wed, 03 Dec 2008 10:00:31', '733379.41703151842')
(23841, '61.02', '633.18', 'Wed, 03 Dec 2008 10:00:34', '733379.41706632450')
(23842, '61.02', '633.87', 'Wed, 03 Dec 2008 10:00:37', '733379.41710095748')
(23843, '61.02', '633.87', 'Wed, 03 Dec 2008 10:00:40', '733379.41713576333')
(23844, '61.02', '634.53', 'Wed, 03 Dec 2008 10:00:43', '733379.41717038513')
(23845, '61.02', '633.87', 'Wed, 03 Dec 2008 10:00:46', '733379.41720520216')
(23846, '61.02', '633.18', 'Wed, 03 Dec 2008 10:00:49', '733379.41723982419')
(23847, '61.02', '633.18', 'Wed, 03 Dec 2008 10:00:52', '733379.41727464099')
(23848, '61.02', '633.87', 'Wed, 03 Dec 2008 10:00:55', '733379.41730926302')
(23849, '61.02', '633.87', 'Wed, 03 Dec 2008 10:00:58', '733379.41734408005')
(23850, '61.02', '633.18', 'Wed, 03 Dec 2008 10:01:01', '733379.41737870208')
(23851, '61.02', '633.18', 'Wed, 03 Dec 2008 10:01:04', '733379.41741351935')
(23852, '61.02', '633.18', 'Wed, 03 Dec 2008 10:01:07', '733379.41744832636')
(23853, '61.02', '633.18', 'Wed, 03 Dec 2008 10:01:10', '733379.41748295852')
(23854, '61.02', '633.87', 'Wed, 03 Dec 2008 10:01:13', '733379.41751776554')
(23855, '61.02', '633.18', 'Wed, 03 Dec 2008 10:01:16', '733379.41755239782')
(23856, '61.02', '632.50', 'Wed, 03 Dec 2008 10:01:19', '733379.41758720472')
(23857, '61.02', '632.50', 'Wed, 03 Dec 2008 10:01:22', '733379.41762183665')
(23858, '61.25', '632.73', 'Wed, 03 Dec 2008 10:01:25', '733379.41765664390')
(23859, '61.02', '633.87', 'Wed, 03 Dec 2008 10:01:28', '733379.41769127594')
(23860, '61.02', '632.50', 'Wed, 03 Dec 2008 10:01:31', '733379.41772608261')
(23861, '61.02', '632.50', 'Wed, 03 Dec 2008 10:01:34', '733379.41776070336')
(23862, '61.02', '632.50', 'Wed, 03 Dec 2008 10:01:37', '733379.41779552156')
(23863, '61.02', '632.50', 'Wed, 03 Dec 2008 10:01:40', '733379.41783014231')
(23864, '61.02', '631.83', 'Wed, 03 Dec 2008 10:01:43', '733379.41786496062')
(23865, '61.02', '631.83', 'Wed, 03 Dec 2008 10:01:46', '733379.41789958125')
(23866, '61.02', '632.50', 'Wed, 03 Dec 2008 10:01:49', '733379.41793439991')
(23867, '61.02', '631.83', 'Wed, 03 Dec 2008 10:01:52', '733379.41796902043')
(23868, '61.02', '631.83', 'Wed, 03 Dec 2008 10:01:55', '733379.41800383909')
(23869, '61.02', '632.50', 'Wed, 03 Dec 2008 10:01:58', '733379.41803845949')
(23870, '61.02', '632.50', 'Wed, 03 Dec 2008 10:02:01', '733379.41807327815')
(23871, '61.02', '631.83', 'Wed, 03 Dec 2008 10:02:04', '733379.41810789867')
(23872, '61.02', '631.83', 'Wed, 03 Dec 2008 10:02:07', '733379.41814271733')
(23873, '61.02', '632.50', 'Wed, 03 Dec 2008 10:02:10', '733379.41817733797')
(23874, '61.02', '631.83', 'Wed, 03 Dec 2008 10:02:13', '733379.41821215651')
(23875, '61.02', '631.83', 'Wed, 03 Dec 2008 10:02:16', '733379.41824696190')
(23876, '61.02', '631.15', 'Wed, 03 Dec 2008 10:02:19', '733379.41828159557')
(23877, '61.02', '631.83', 'Wed, 03 Dec 2008 10:02:22', '733379.41831640073')
(23878, '61.02', '631.83', 'Wed, 03 Dec 2008 10:02:25', '733379.41835103463')
(23879, '61.02', '631.15', 'Wed, 03 Dec 2008 10:02:28', '733379.41838583990')
(23880, '61.02', '631.15', 'Wed, 03 Dec 2008 10:02:31', '733379.41842047335')
(23881, '61.02', '631.15', 'Wed, 03 Dec 2008 10:02:34', '733379.41845527897')
(23882, '61.02', '631.83', 'Wed, 03 Dec 2008 10:02:37', '733379.41848990088')
(23883, '61.02', '631.15', 'Wed, 03 Dec 2008 10:02:40', '733379.41852471838')
(23884, '61.02', '630.46', 'Wed, 03 Dec 2008 10:02:43', '733379.41855934006')
(23885, '61.02', '631.15', 'Wed, 03 Dec 2008 10:02:46', '733379.41859415744')
(23886, '61.02', '631.15', 'Wed, 03 Dec 2008 10:02:49', '733379.41862877924')
(23887, '61.02', '631.15', 'Wed, 03 Dec 2008 10:02:52', '733379.41866359662')
(23888, '61.02', '630.46', 'Wed, 03 Dec 2008 10:02:55', '733379.41869821853')
(23889, '61.02', '630.46', 'Wed, 03 Dec 2008 10:02:58', '733379.41873303556')
(23890, '61.02', '631.15', 'Wed, 03 Dec 2008 10:03:01', '733379.41876765713')
(23891, '61.02', '631.15', 'Wed, 03 Dec 2008 10:03:04', '733379.41880247486')
(23892, '61.02', '630.46', 'Wed, 03 Dec 2008 10:03:07', '733379.41883709608')
(23893, '61.02', '630.46', 'Wed, 03 Dec 2008 10:03:10', '733379.41887191380')
(23894, '61.02', '630.46', 'Wed, 03 Dec 2008 10:03:13', '733379.41890672047')
(23895, '61.02', '630.46', 'Wed, 03 Dec 2008 10:03:16', '733379.41894135263')
(23896, '61.02', '630.46', 'Wed, 03 Dec 2008 10:03:19', '733379.41897615953')
(23897, '61.02', '629.80', 'Wed, 03 Dec 2008 10:03:22', '733379.41901078017')
(23898, '61.02', '630.46', 'Wed, 03 Dec 2008 10:03:25', '733379.41904559894')
(23899, '61.02', '630.46', 'Wed, 03 Dec 2008 10:03:28', '733379.41908021923')
(23900, '61.02', '629.80', 'Wed, 03 Dec 2008 10:03:31', '733379.41911503789')
(23901, '61.02', '629.80', 'Wed, 03 Dec 2008 10:03:34', '733379.41914965853')
(23902, '61.02', '630.46', 'Wed, 03 Dec 2008 10:03:37', '733379.41918447707')
(23903, '61.02', '629.80', 'Wed, 03 Dec 2008 10:03:40', '733379.41921909770')
(23904, '61.02', '629.11', 'Wed, 03 Dec 2008 10:03:43', '733379.41925391625')
(23905, '61.02', '629.80', 'Wed, 03 Dec 2008 10:03:46', '733379.41928853653')
(23906, '61.02', '630.46', 'Wed, 03 Dec 2008 10:03:49', '733379.41932335531')
(23907, '61.02', '629.80', 'Wed, 03 Dec 2008 10:03:52', '733379.41935797525')
(23908, '61.02', '629.11', 'Wed, 03 Dec 2008 10:03:55', '733379.41939279437')
(23909, '61.02', '629.80', 'Wed, 03 Dec 2008 10:03:58', '733379.41942741442')
(23910, '61.02', '629.80', 'Wed, 03 Dec 2008 10:04:01', '733379.41946223320')
(23911, '61.02', '629.80', 'Wed, 03 Dec 2008 10:04:04', '733379.41949703882')
(23912, '61.02', '629.80', 'Wed, 03 Dec 2008 10:04:07', '733379.41953166074')
(23913, '61.02', '629.80', 'Wed, 03 Dec 2008 10:04:10', '733379.41956647823')
(23914, '61.02', '628.45', 'Wed, 03 Dec 2008 10:04:13', '733379.41960109980')
(23915, '61.02', '629.11', 'Wed, 03 Dec 2008 10:04:16', '733379.41963591729')
(23916, '61.02', '629.11', 'Wed, 03 Dec 2008 10:04:19', '733379.41967053909')
(23917, '61.02', '629.80', 'Wed, 03 Dec 2008 10:04:22', '733379.41970535624')
(23918, '61.02', '629.11', 'Wed, 03 Dec 2008 10:04:25', '733379.41973997827')
(23919, '61.02', '629.11', 'Wed, 03 Dec 2008 10:04:28', '733379.41977479542')
(23920, '61.02', '628.45', 'Wed, 03 Dec 2008 10:04:31', '733379.41980941698')
(23921, '61.02', '628.45', 'Wed, 03 Dec 2008 10:04:34', '733379.41984423460')
(23922, '61.02', '629.11', 'Wed, 03 Dec 2008 10:04:37', '733379.41987885581')
(23923, '61.02', '629.11', 'Wed, 03 Dec 2008 10:04:40', '733379.41991367342')
(23924, '61.02', '629.11', 'Wed, 03 Dec 2008 10:04:43', '733379.41994848032')
(23925, '61.02', '629.11', 'Wed, 03 Dec 2008 10:04:46', '733379.41998311249')
(23926, '61.02', '628.45', 'Wed, 03 Dec 2008 10:04:49', '733379.42001791927')
(23927, '61.02', '627.76', 'Wed, 03 Dec 2008 10:04:52', '733379.42005255143')
(23928, '61.02', '627.76', 'Wed, 03 Dec 2008 10:04:55', '733379.42008735868')
(23929, '61.02', '628.45', 'Wed, 03 Dec 2008 10:04:58', '733379.42012199061')
(23930, '61.02', '628.45', 'Wed, 03 Dec 2008 10:05:01', '733379.42015679763')
(23931, '61.02', '628.45', 'Wed, 03 Dec 2008 10:05:04', '733379.42019141815')
(23932, '61.02', '628.45', 'Wed, 03 Dec 2008 10:05:07', '733379.42022623681')
(23933, '61.02', '628.45', 'Wed, 03 Dec 2008 10:05:10', '733379.42026085756')
(23934, '61.02', '627.76', 'Wed, 03 Dec 2008 10:05:13', '733379.42029567598')
(23935, '61.02', '627.76', 'Wed, 03 Dec 2008 10:05:16', '733379.42033029674')
(23936, '61.02', '627.08', 'Wed, 03 Dec 2008 10:05:19', '733379.42036511528')
(23937, '61.02', '627.76', 'Wed, 03 Dec 2008 10:05:22', '733379.42039973568')
(23938, '61.02', '627.08', 'Wed, 03 Dec 2008 10:05:25', '733379.42043455399')
(23939, '61.02', '628.45', 'Wed, 03 Dec 2008 10:05:28', '733379.42046917428')
(23940, '61.02', '628.45', 'Wed, 03 Dec 2008 10:05:31', '733379.42050399294')
(23941, '61.02', '627.76', 'Wed, 03 Dec 2008 10:05:34', '733379.42053861334')
(23942, '61.02', '627.76', 'Wed, 03 Dec 2008 10:05:37', '733379.42057343188')
(23943, '61.02', '627.08', 'Wed, 03 Dec 2008 10:05:40', '733379.42060805275')
(23944, '61.02', '627.08', 'Wed, 03 Dec 2008 10:05:43', '733379.42064287118')
(23945, '61.02', '627.76', 'Wed, 03 Dec 2008 10:05:46', '733379.42067749181')
(23946, '61.02', '627.08', 'Wed, 03 Dec 2008 10:05:49', '733379.42071231024')
(23947, '61.02', '627.08', 'Wed, 03 Dec 2008 10:05:52', '733379.42074693087')
(23948, '61.02', '627.76', 'Wed, 03 Dec 2008 10:05:55', '733379.42078174965')
(23949, '61.02', '627.76', 'Wed, 03 Dec 2008 10:05:58', '733379.42081636994')
(23950, '61.02', '627.76', 'Wed, 03 Dec 2008 10:06:01', '733379.42085118860')
(23951, '61.02', '627.76', 'Wed, 03 Dec 2008 10:06:04', '733379.42088599445')
(23952, '61.02', '627.76', 'Wed, 03 Dec 2008 10:06:07', '733379.42092061625')
(23953, '61.02', '626.41', 'Wed, 03 Dec 2008 10:06:10', '733379.42095543328')
(23954, '61.02', '626.41', 'Wed, 03 Dec 2008 10:06:13', '733379.42099005531')
(23955, '61.02', '627.08', 'Wed, 03 Dec 2008 10:06:16', '733379.42102487234')
(23956, '61.02', '626.41', 'Wed, 03 Dec 2008 10:06:19', '733379.42105949391')
(23957, '61.02', '626.41', 'Wed, 03 Dec 2008 10:06:22', '733379.42109431117')
(23958, '61.02', '626.41', 'Wed, 03 Dec 2008 10:06:25', '733379.42112893320')
(23959, '61.02', '627.08', 'Wed, 03 Dec 2008 10:06:28', '733379.42116375046')
(23960, '61.02', '627.08', 'Wed, 03 Dec 2008 10:06:31', '733379.42119837226')
(23961, '61.02', '627.08', 'Wed, 03 Dec 2008 10:06:34', '733379.42123318953')
(23962, '61.02', '626.41', 'Wed, 03 Dec 2008 10:06:37', '733379.42126781133')
(23963, '61.02', '627.08', 'Wed, 03 Dec 2008 10:06:40', '733379.42130262894')
(23964, '61.02', '626.41', 'Wed, 03 Dec 2008 10:06:43', '733379.42133725050')
(23965, '61.02', '627.08', 'Wed, 03 Dec 2008 10:06:46', '733379.42137206800')
(23966, '61.02', '626.41', 'Wed, 03 Dec 2008 10:06:49', '733379.42140668957')
(23967, '61.02', '625.73', 'Wed, 03 Dec 2008 10:06:52', '733379.42144150694')
(23968, '61.02', '625.73', 'Wed, 03 Dec 2008 10:06:55', '733379.42147612863')
(23969, '61.02', '625.73', 'Wed, 03 Dec 2008 10:06:58', '733379.42151094612')
(23970, '61.02', '625.05', 'Wed, 03 Dec 2008 10:07:01', '733379.42154556746')
(23971, '61.02', '625.73', 'Wed, 03 Dec 2008 10:07:04', '733379.42158038472')
(23972, '61.02', '625.73', 'Wed, 03 Dec 2008 10:07:07', '733379.42161519174')
(23973, '61.02', '625.05', 'Wed, 03 Dec 2008 10:07:10', '733379.42164982401')
(23974, '61.02', '625.73', 'Wed, 03 Dec 2008 10:07:13', '733379.42168463080')
(23975, '61.02', '625.73', 'Wed, 03 Dec 2008 10:07:16', '733379.42171926319')
(23976, '61.02', '625.73', 'Wed, 03 Dec 2008 10:07:19', '733379.42175406998')
(23977, '61.02', '626.41', 'Wed, 03 Dec 2008 10:07:22', '733379.42178869050')
(23978, '61.02', '625.05', 'Wed, 03 Dec 2008 10:07:25', '733379.42182350950')
(23979, '61.02', '626.41', 'Wed, 03 Dec 2008 10:07:28', '733379.42185812979')
(23980, '61.02', '625.73', 'Wed, 03 Dec 2008 10:07:31', '733379.42189294845')
(23981, '61.02', '625.73', 'Wed, 03 Dec 2008 10:07:34', '733379.42192756885')
(23982, '61.02', '625.73', 'Wed, 03 Dec 2008 10:07:37', '733379.42196238681')
(23983, '61.02', '626.41', 'Wed, 03 Dec 2008 10:07:40', '733379.42199700838')
(23984, '60.80', '625.51', 'Wed, 03 Dec 2008 10:07:43', '733379.42203182681')
(23985, '61.02', '625.73', 'Wed, 03 Dec 2008 10:07:46', '733379.42206644674')
(23986, '61.02', '625.73', 'Wed, 03 Dec 2008 10:07:49', '733379.42210126529')
(23987, '61.02', '625.05', 'Wed, 03 Dec 2008 10:07:52', '733379.42213588580')
(23988, '61.02', '625.73', 'Wed, 03 Dec 2008 10:07:55', '733379.42217070458')
(23989, '61.02', '625.73', 'Wed, 03 Dec 2008 10:07:58', '733379.42220532487')
(23990, '61.02', '625.05', 'Wed, 03 Dec 2008 10:08:01', '733379.42224014364')
(23991, '61.02', '625.05', 'Wed, 03 Dec 2008 10:08:04', '733379.42227476405')
(23992, '61.02', '625.05', 'Wed, 03 Dec 2008 10:08:07', '733379.42230958259')
(23993, '61.02', '625.05', 'Wed, 03 Dec 2008 10:08:10', '733379.42234420346')
(23994, '61.02', '624.38', 'Wed, 03 Dec 2008 10:08:13', '733379.42237902188')
(23995, '61.02', '624.38', 'Wed, 03 Dec 2008 10:08:16', '733379.42241364263')
(23996, '61.02', '624.38', 'Wed, 03 Dec 2008 10:08:19', '733379.42244844942')
(23997, '61.02', '624.38', 'Wed, 03 Dec 2008 10:08:22', '733379.42248308158')
(23998, '61.02', '623.70', 'Wed, 03 Dec 2008 10:08:25', '733379.42251788895')
(23999, '61.02', '623.70', 'Wed, 03 Dec 2008 10:08:28', '733379.42255270598')
(24000, '61.02', '623.70', 'Wed, 03 Dec 2008 10:08:31', '733379.42258732778')
(24001, '61.02', '623.70', 'Wed, 03 Dec 2008 10:08:34', '733379.42262214469')
(24002, '61.02', '624.38', 'Wed, 03 Dec 2008 10:08:37', '733379.42265676637')
(24003, '61.02', '623.70', 'Wed, 03 Dec 2008 10:08:40', '733379.42269158375')
(24004, '61.02', '623.70', 'Wed, 03 Dec 2008 10:08:43', '733379.42272620543')
