Log Date and Time Sun, 01 Aug 2010 06:43:55
Fields:Ambient KilnFront KilnBack Date Date2Num

(0, '32.0', '1034.1', '32.0', 'Sat, 31 Jul 2010 21:24:46', '733984.89220804733')
(816, '32.0', '1885.9', '32.0', 'Sun, 01 Aug 2010 04:12:50', '733985.17557902541')
(817, '32.0', '1881.3', '32.0', 'Sun, 01 Aug 2010 04:13:20', '733985.17592638638')
(818, '32.0', '1856.4', '32.0', 'Sun, 01 Aug 2010 04:13:50', '733985.17627351580')
(819, '32.0', '1835.4', '32.0', 'Sun, 01 Aug 2010 04:14:20', '733985.17662088515')
(820, '32.0', '1839.8', '32.0', 'Sun, 01 Aug 2010 04:14:50', '733985.17696805333')
(821, '32.0', '1862.2', '32.0', 'Sun, 01 Aug 2010 04:15:20', '733985.17731541430')
(822, '32.0', '1859.3', '32.0', 'Sun, 01 Aug 2010 04:15:50', '733985.17766259029')
(823, '32.0', '1868.5', '32.0', 'Sun, 01 Aug 2010 04:16:20', '733985.17800995125')
(824, '32.0', '1879.4', '32.0', 'Sun, 01 Aug 2010 04:16:50', '733985.17835712736')
(825, '32.0', '1862.4', '32.0', 'Sun, 01 Aug 2010 04:17:20', '733985.17870448902')
(826, '32.0', '1840.0', '32.0', 'Sun, 01 Aug 2010 04:17:50', '733985.17905166408')
(827, '32.0', '1842.2', '32.0', 'Sun, 01 Aug 2010 04:18:20', '733985.17939902691')
(828, '32.0', '1845.8', '32.0', 'Sun, 01 Aug 2010 04:18:50', '733985.17974620149')
(829, '32.0', '1852.5', '32.0', 'Sun, 01 Aug 2010 04:19:20', '733985.18009356281')
(830, '32.0', '1844.6', '32.0', 'Sun, 01 Aug 2010 04:19:50', '733985.18044073833')
(831, '32.0', '1847.0', '32.0', 'Sun, 01 Aug 2010 04:20:20', '733985.18078809930')
(832, '32.0', '1874.3', '32.0', 'Sun, 01 Aug 2010 04:20:50', '733985.18113527517')
(833, '32.0', '1887.6', '32.0', 'Sun, 01 Aug 2010 04:21:20', '733985.18148263637')
(834, '32.0', '1876.4', '32.0', 'Sun, 01 Aug 2010 04:21:50', '733985.18182999745')
(835, '32.0', '1854.9', '32.0', 'Sun, 01 Aug 2010 04:22:20', '733985.18217712699')
(836, '32.0', '1898.7', '32.0', 'Sun, 01 Aug 2010 04:22:50', '733985.18252448807')
(837, '32.0', '1887.1', '32.0', 'Sun, 01 Aug 2010 04:23:20', '733985.18287166418')
(838, '32.0', '1856.6', '32.0', 'Sun, 01 Aug 2010 04:23:50', '733985.18321902724')
(839, '32.0', '1834.4', '32.0', 'Sun, 01 Aug 2010 04:24:20', '733985.18356620241')
(840, '32.0', '1824.5', '32.0', 'Sun, 01 Aug 2010 04:24:50', '733985.18391356315')
(841, '32.0', '1856.6', '32.0', 'Sun, 01 Aug 2010 04:25:20', '733985.18426073808')
(842, '32.0', '1885.8', '32.0', 'Sun, 01 Aug 2010 04:25:50', '733985.18460809928')
(843, '32.0', '1898.2', '32.0', 'Sun, 01 Aug 2010 04:26:20', '733985.18495527504')
(844, '32.0', '1849.1', '32.0', 'Sun, 01 Aug 2010 04:26:50', '733985.18530245102')
(845, '32.0', '1826.7', '32.0', 'Sun, 01 Aug 2010 04:27:20', '733985.18564981234')
(846, '32.0', '1842.1', '32.0', 'Sun, 01 Aug 2010 04:27:50', '733985.18599698832')
(847, '32.0', '1834.1', '32.0', 'Sun, 01 Aug 2010 04:28:20', '733985.18634434941')
(848, '32.0', '1889.5', '32.0', 'Sun, 01 Aug 2010 04:28:50', '733985.18669152528')
(849, '32.0', '1900.4', '32.0', 'Sun, 01 Aug 2010 04:29:20', '733985.18703884003')
(850, '32.0', '1882.4', '32.0', 'Sun, 01 Aug 2010 04:29:50', '733985.18738620123')
(851, '32.0', '1897.0', '32.0', 'Sun, 01 Aug 2010 04:30:20', '733985.18773337721')
(852, '32.0', '1912.6', '32.0', 'Sun, 01 Aug 2010 04:30:50', '733985.18808073795')
(853, '32.0', '1878.5', '32.0', 'Sun, 01 Aug 2010 04:31:20', '733985.18842791417')
(854, '32.0', '1891.6', '32.0', 'Sun, 01 Aug 2010 04:31:50', '733985.18877527537')
(855, '32.0', '1913.3', '32.0', 'Sun, 01 Aug 2010 04:32:20', '733985.18912245124')
(856, '32.0', '1910.3', '32.0', 'Sun, 01 Aug 2010 04:32:50', '733985.18946981232')
(857, '32.0', '1890.9', '32.0', 'Sun, 01 Aug 2010 04:33:20', '733985.18981698831')
(858, '32.0', '1898.2', '32.0', 'Sun, 01 Aug 2010 04:33:50', '733985.19016435021')
(859, '32.0', '1910.6', '32.0', 'Sun, 01 Aug 2010 04:34:20', '733985.19051152817')
(860, '32.0', '1919.8', '32.0', 'Sun, 01 Aug 2010 04:34:50', '733985.19085888634')
(861, '32.0', '1915.7', '32.0', 'Sun, 01 Aug 2010 04:35:20', '733985.19120606210')
(862, '32.0', '1918.6', '32.0', 'Sun, 01 Aug 2010 04:35:50', '733985.19155342353')
(863, '32.0', '1887.3', '32.0', 'Sun, 01 Aug 2010 04:36:20', '733985.19190059952')
(864, '32.0', '1906.4', '32.0', 'Sun, 01 Aug 2010 04:36:50', '733985.19224796060')
(865, '32.0', '1903.8', '32.0', 'Sun, 01 Aug 2010 04:37:20', '733985.19259513658')
(866, '32.0', '1881.4', '32.0', 'Sun, 01 Aug 2010 04:37:50', '733985.19294245122')
(867, '32.0', '1906.4', '32.0', 'Sun, 01 Aug 2010 04:38:20', '733985.19328962720')
(868, '32.0', '1914.7', '32.0', 'Sun, 01 Aug 2010 04:38:50', '733985.19363698806')
(869, '32.0', '1898.4', '32.0', 'Sun, 01 Aug 2010 04:39:20', '733985.19398416439')
(870, '32.0', '1878.3', '32.0', 'Sun, 01 Aug 2010 04:39:50', '733985.19433152524')
(871, '32.0', '1865.4', '32.0', 'Sun, 01 Aug 2010 04:40:20', '733985.19467870228')
(872, '32.0', '1845.4', '32.0', 'Sun, 01 Aug 2010 04:40:50', '733985.19502606324')
(873, '32.0', '1817.2', '32.0', 'Sun, 01 Aug 2010 04:41:20', '733985.19537323818')
(874, '32.0', '1854.8', '32.0', 'Sun, 01 Aug 2010 04:41:50', '733985.19572059962')
(875, '32.0', '1899.8', '32.0', 'Sun, 01 Aug 2010 04:42:20', '733985.19606777525')
(876, '32.0', '1893.8', '32.0', 'Sun, 01 Aug 2010 04:42:50', '733985.19641513645')
(877, '32.0', '1859.6', '32.0', 'Sun, 01 Aug 2010 04:43:20', '733985.19676231209')
(878, '32.0', '1835.7', '32.0', 'Sun, 01 Aug 2010 04:43:50', '733985.19710967341')
(879, '32.0', '1857.9', '32.0', 'Sun, 01 Aug 2010 04:44:20', '733985.19745684939')
(880, '32.0', '1849.7', '32.0', 'Sun, 01 Aug 2010 04:44:50', '733985.19780416426')
(881, '32.0', '1820.1', '32.0', 'Sun, 01 Aug 2010 04:45:20', '733985.19815152604')
(882, '32.0', '1790.4', '32.0', 'Sun, 01 Aug 2010 04:45:50', '733985.19849870121')
(883, '32.0', '1785.9', '32.0', 'Sun, 01 Aug 2010 04:46:20', '733985.19884606241')
(884, '32.0', '1866.4', '32.0', 'Sun, 01 Aug 2010 04:46:50', '733985.19919323828')
(885, '32.0', '1870.8', '32.0', 'Sun, 01 Aug 2010 04:47:20', '733985.19954059925')
(886, '32.0', '1869.1', '32.0', 'Sun, 01 Aug 2010 04:47:50', '733985.19988777512')
(887, '32.0', '1855.3', '32.0', 'Sun, 01 Aug 2010 04:48:20', '733985.20023513632')
(888, '32.0', '1862.3', '32.0', 'Sun, 01 Aug 2010 04:48:50', '733985.20058231230')
(889, '32.0', '1882.4', '32.0', 'Sun, 01 Aug 2010 04:49:20', '733985.20092967455')
(890, '32.0', '1897.7', '32.0', 'Sun, 01 Aug 2010 04:49:50', '733985.20127684937')
(891, '32.0', '1883.8', '32.0', 'Sun, 01 Aug 2010 04:50:20', '733985.20162421069')
(892, '32.0', '1860.9', '32.0', 'Sun, 01 Aug 2010 04:50:50', '733985.20197138644')
(893, '32.0', '1891.4', '32.0', 'Sun, 01 Aug 2010 04:51:20', '733985.20231874753')
(894, '32.0', '1905.5', '32.0', 'Sun, 01 Aug 2010 04:51:50', '733985.20266592328')
(895, '32.0', '1889.4', '32.0', 'Sun, 01 Aug 2010 04:52:20', '733985.20301328436')
(896, '32.0', '1866.2', '32.0', 'Sun, 01 Aug 2010 04:52:50', '733985.20336041413')
(897, '32.0', '1877.8', '32.0', 'Sun, 01 Aug 2010 04:53:20', '733985.20370777533')
(898, '32.0', '1893.3', '32.0', 'Sun, 01 Aug 2010 04:53:50', '733985.20405495109')
(899, '32.0', '1878.0', '32.0', 'Sun, 01 Aug 2010 04:54:20', '733985.20440231229')
(900, '32.0', '1856.3', '32.0', 'Sun, 01 Aug 2010 04:54:50', '733985.20474948839')
(901, '32.0', '1869.8', '32.0', 'Sun, 01 Aug 2010 04:55:20', '733985.20509684959')
(902, '32.0', '1890.9', '32.0', 'Sun, 01 Aug 2010 04:55:50', '733985.20544402511')
(903, '32.0', '1897.4', '32.0', 'Sun, 01 Aug 2010 04:56:20', '733985.20579138619')
(904, '32.0', '1890.9', '32.0', 'Sun, 01 Aug 2010 04:56:50', '733985.20613856206')
(905, '32.0', '1884.1', '32.0', 'Sun, 01 Aug 2010 04:57:20', '733985.20648629381')
(906, '32.0', '1864.5', '32.0', 'Sun, 01 Aug 2010 04:57:50', '733985.20683365490')
(907, '32.0', '1859.9', '32.0', 'Sun, 01 Aug 2010 04:58:20', '733985.20718101610')
(908, '32.0', '1880.2', '32.0', 'Sun, 01 Aug 2010 04:58:50', '733985.20752819197')
(909, '32.0', '1896.2', '32.0', 'Sun, 01 Aug 2010 04:59:20', '733985.20787555363')
(910, '32.0', '1875.6', '32.0', 'Sun, 01 Aug 2010 04:59:50', '733985.20822272904')
(911, '32.0', '1870.5', '32.0', 'Sun, 01 Aug 2010 05:00:20', '733985.20857004356')
(912, '32.0', '1885.1', '32.0', 'Sun, 01 Aug 2010 05:00:50', '733985.20891721989')
(913, '32.0', '1897.2', '32.0', 'Sun, 01 Aug 2010 05:01:20', '733985.20926458063')
(914, '32.0', '1901.6', '32.0', 'Sun, 01 Aug 2010 05:01:50', '733985.20961175684')
(915, '32.0', '1895.0', '32.0', 'Sun, 01 Aug 2010 05:02:20', '733985.20995911793')
(916, '32.0', '1908.9', '32.0', 'Sun, 01 Aug 2010 05:02:50', '733985.21030629391')
(917, '32.0', '1913.8', '32.0', 'Sun, 01 Aug 2010 05:03:20', '733985.21065365500')
(918, '32.0', '1908.6', '32.0', 'Sun, 01 Aug 2010 05:03:50', '733985.21100083098')
(919, '32.0', '1883.9', '32.0', 'Sun, 01 Aug 2010 05:04:20', '733985.21134819183')
(920, '32.0', '1875.1', '32.0', 'Sun, 01 Aug 2010 05:04:50', '733985.21169536805')
(921, '32.0', '1865.0', '32.0', 'Sun, 01 Aug 2010 05:05:20', '733985.21204272902')
(922, '32.0', '1866.5', '32.0', 'Sun, 01 Aug 2010 05:05:50', '733985.21238990512')
(923, '32.0', '1891.9', '32.0', 'Sun, 01 Aug 2010 05:06:20', '733985.21273726679')
(924, '32.0', '1900.1', '32.0', 'Sun, 01 Aug 2010 05:06:50', '733985.21308444219')
(925, '32.0', '1883.1', '32.0', 'Sun, 01 Aug 2010 05:07:20', '733985.21343180328')
(926, '32.0', '1895.8', '32.0', 'Sun, 01 Aug 2010 05:07:50', '733985.21377897914')
(927, '32.0', '1910.3', '32.0', 'Sun, 01 Aug 2010 05:08:20', '733985.21412634000')
(928, '32.0', '1911.1', '32.0', 'Sun, 01 Aug 2010 05:08:50', '733985.21447351598')
(929, '32.0', '1890.6', '32.0', 'Sun, 01 Aug 2010 05:09:20', '733985.21482087718')
(930, '32.0', '1898.9', '32.0', 'Sun, 01 Aug 2010 05:09:50', '733985.21516805305')
(931, '32.0', '1901.1', '32.0', 'Sun, 01 Aug 2010 05:10:20', '733985.21551541460')
(932, '32.0', '1912.0', '32.0', 'Sun, 01 Aug 2010 05:10:50', '733985.21586272924')
(933, '32.0', '1906.2', '32.0', 'Sun, 01 Aug 2010 05:11:20', '733985.21620990511')
(934, '32.0', '1886.5', '32.0', 'Sun, 01 Aug 2010 05:11:50', '733985.21655726770')
(935, '32.0', '1885.8', '32.0', 'Sun, 01 Aug 2010 05:12:20', '733985.21690444287')
(936, '32.0', '1898.2', '32.0', 'Sun, 01 Aug 2010 05:12:50', '733985.21725180349')
(937, '32.0', '1914.2', '32.0', 'Sun, 01 Aug 2010 05:13:20', '733985.21759897890')
(938, '32.0', '1915.2', '32.0', 'Sun, 01 Aug 2010 05:13:50', '733985.21794633998')
(939, '32.0', '1904.3', '32.0', 'Sun, 01 Aug 2010 05:14:20', '733985.21829351608')
(940, '32.0', '1889.7', '32.0', 'Sun, 01 Aug 2010 05:14:50', '733985.21864087717')
(941, '32.0', '1888.5', '32.0', 'Sun, 01 Aug 2010 05:15:20', '733985.21898805303')
(942, '32.0', '1911.3', '32.0', 'Sun, 01 Aug 2010 05:15:50', '733985.21933541412')
(943, '32.0', '1925.4', '32.0', 'Sun, 01 Aug 2010 05:16:20', '733985.21968259010')
(944, '32.0', '1916.2', '32.0', 'Sun, 01 Aug 2010 05:16:50', '733985.22002995107')
(945, '32.0', '1900.3', '32.0', 'Sun, 01 Aug 2010 05:17:20', '733985.22037712717')
(946, '32.0', '1920.3', '32.0', 'Sun, 01 Aug 2010 05:17:50', '733985.22072448826')
(947, '32.0', '1930.1', '32.0', 'Sun, 01 Aug 2010 05:18:20', '733985.22107166413')
(948, '32.0', '1912.0', '32.0', 'Sun, 01 Aug 2010 05:18:50', '733985.22141897946')
(949, '32.0', '1896.7', '32.0', 'Sun, 01 Aug 2010 05:19:20', '733985.22176615498')
(950, '32.0', '1886.0', '32.0', 'Sun, 01 Aug 2010 05:19:50', '733985.22211351618')
(951, '32.0', '1882.4', '32.0', 'Sun, 01 Aug 2010 05:20:20', '733985.22246069193')
(952, '32.0', '1912.0', '32.0', 'Sun, 01 Aug 2010 05:20:50', '733985.22280805313')
(953, '32.0', '1927.4', '32.0', 'Sun, 01 Aug 2010 05:21:20', '733985.22315522889')
(954, '32.0', '1914.9', '32.0', 'Sun, 01 Aug 2010 05:21:50', '733985.22350259020')
(955, '32.0', '1894.5', '32.0', 'Sun, 01 Aug 2010 05:22:20', '733985.22384976665')
(956, '32.0', '1891.6', '32.0', 'Sun, 01 Aug 2010 05:22:50', '733985.22419713507')
(957, '32.0', '1912.7', '32.0', 'Sun, 01 Aug 2010 05:23:20', '733985.22454430314')
(958, '32.0', '1922.2', '32.0', 'Sun, 01 Aug 2010 05:23:50', '733985.22489166423')
(959, '32.0', '1901.0', '32.0', 'Sun, 01 Aug 2010 05:24:20', '733985.22523883998')
(960, '32.0', '1894.5', '32.0', 'Sun, 01 Aug 2010 05:24:50', '733985.22558620130')
(961, '32.0', '1895.9', '32.0', 'Sun, 01 Aug 2010 05:25:20', '733985.22593356227')
(962, '32.0', '1903.5', '32.0', 'Sun, 01 Aug 2010 05:25:50', '733985.22628073813')
(963, '32.0', '1924.9', '32.0', 'Sun, 01 Aug 2010 05:26:20', '733985.22662809922')
(964, '32.0', '1929.3', '32.0', 'Sun, 01 Aug 2010 05:26:50', '733985.22697527520')
(965, '32.0', '1940.6', '32.0', 'Sun, 01 Aug 2010 05:27:20', '733985.22732259019')
(966, '32.0', '1950.1', '32.0', 'Sun, 01 Aug 2010 05:27:50', '733985.22766976617')
(967, '32.0', '1948.6', '32.0', 'Sun, 01 Aug 2010 05:28:20', '733985.22801712702')
(968, '32.0', '1929.0', '32.0', 'Sun, 01 Aug 2010 05:28:50', '733985.22836430313')
(969, '32.0', '1920.5', '32.0', 'Sun, 01 Aug 2010 05:29:20', '733985.22871166421')
(970, '32.0', '1945.4', '32.0', 'Sun, 01 Aug 2010 05:29:50', '733985.22905884020')
(971, '32.0', '1951.5', '32.0', 'Sun, 01 Aug 2010 05:30:20', '733985.22940620105')
(972, '32.0', '1952.3', '32.0', 'Sun, 01 Aug 2010 05:30:50', '733985.22975337715')
(973, '32.0', '1953.8', '32.0', 'Sun, 01 Aug 2010 05:31:20', '733985.23010073823')
(974, '32.0', '1929.5', '32.0', 'Sun, 01 Aug 2010 05:31:50', '733985.23044791422')
(975, '32.0', '1914.4', '32.0', 'Sun, 01 Aug 2010 05:32:20', '733985.23079527577')
(976, '32.0', '1933.7', '32.0', 'Sun, 01 Aug 2010 05:32:50', '733985.23114245117')
(977, '32.0', '1946.4', '32.0', 'Sun, 01 Aug 2010 05:33:20', '733985.23148981365')
(978, '32.0', '1945.1', '32.0', 'Sun, 01 Aug 2010 05:33:50', '733985.23183698812')
(979, '32.0', '1929.3', '32.0', 'Sun, 01 Aug 2010 05:34:20', '733985.23218434933')
(980, '32.0', '1938.5', '32.0', 'Sun, 01 Aug 2010 05:34:50', '733985.23253171216')
(981, '32.0', '1947.1', '32.0', 'Sun, 01 Aug 2010 05:35:20', '733985.23287883995')
(982, '32.0', '1960.1', '32.0', 'Sun, 01 Aug 2010 05:35:50', '733985.23322620126')
(983, '32.0', '1957.4', '32.0', 'Sun, 01 Aug 2010 05:36:20', '733985.23357337725')
(984, '32.0', '1938.5', '32.0', 'Sun, 01 Aug 2010 05:36:50', '733985.23392073833')
(985, '32.0', '1947.3', '32.0', 'Sun, 01 Aug 2010 05:37:20', '733985.23426791409')
(986, '32.0', '1952.0', '32.0', 'Sun, 01 Aug 2010 05:37:50', '733985.23461527517')
(987, '32.0', '1963.7', '32.0', 'Sun, 01 Aug 2010 05:38:20', '733985.23496245127')
(988, '32.0', '1968.2', '32.0', 'Sun, 01 Aug 2010 05:38:50', '733985.23530981212')
(989, '32.0', '1948.3', '32.0', 'Sun, 01 Aug 2010 05:39:20', '733985.23565698811')
(990, '32.0', '1922.4', '32.0', 'Sun, 01 Aug 2010 05:39:50', '733985.23600434966')
(991, '32.0', '1921.7', '32.0', 'Sun, 01 Aug 2010 05:40:20', '733985.23635152529')
(992, '32.0', '1926.0', '32.0', 'Sun, 01 Aug 2010 05:40:50', '733985.23669888685')
(993, '32.0', '1941.5', '32.0', 'Sun, 01 Aug 2010 05:41:20', '733985.23704606225')
(994, '32.0', '1953.0', '32.0', 'Sun, 01 Aug 2010 05:41:50', '733985.23739342368')
(995, '32.0', '1946.8', '32.0', 'Sun, 01 Aug 2010 05:42:20', '733985.23774055298')
(996, '32.0', '1929.7', '32.0', 'Sun, 01 Aug 2010 05:42:50', '733985.23808791419')
(997, '32.0', '1915.8', '32.0', 'Sun, 01 Aug 2010 05:43:20', '733985.23843509087')
(998, '32.0', '1917.3', '32.0', 'Sun, 01 Aug 2010 05:43:50', '733985.23878245114')
(999, '32.0', '1931.2', '32.0', 'Sun, 01 Aug 2010 05:44:20', '733985.23912962712')
(1000, '32.0', '1950.3', '32.0', 'Sun, 01 Aug 2010 05:44:50', '733985.23947698867')
(1001, '32.0', '1954.5', '32.0', 'Sun, 01 Aug 2010 05:45:20', '733985.23982416419')
(1002, '32.0', '1939.8', '32.0', 'Sun, 01 Aug 2010 05:45:50', '733985.24017152528')
(1003, '32.0', '1918.5', '32.0', 'Sun, 01 Aug 2010 05:46:20', '733985.24051870115')
(1004, '32.0', '1925.8', '32.0', 'Sun, 01 Aug 2010 05:46:50', '733985.24086606235')
(1005, '32.0', '1947.1', '32.0', 'Sun, 01 Aug 2010 05:47:20', '733985.24121323810')
(1006, '32.0', '1961.3', '32.0', 'Sun, 01 Aug 2010 05:47:50', '733985.24156059930')
(1007, '32.0', '1946.1', '32.0', 'Sun, 01 Aug 2010 05:48:20', '733985.24190777505')
(1008, '32.0', '1927.3', '32.0', 'Sun, 01 Aug 2010 05:48:50', '733985.24225513660')
(1009, '32.0', '1934.1', '32.0', 'Sun, 01 Aug 2010 05:49:20', '733985.24260231236')
(1010, '32.0', '1948.8', '32.0', 'Sun, 01 Aug 2010 05:49:50', '733985.24294967402')
(1011, '32.0', '1965.2', '32.0', 'Sun, 01 Aug 2010 05:50:20', '733985.24329684931')
(1012, '32.0', '1975.5', '32.0', 'Sun, 01 Aug 2010 05:50:50', '733985.24364421039')
(1013, '32.0', '1963.0', '32.0', 'Sun, 01 Aug 2010 05:51:20', '733985.24399157206')
(1014, '32.0', '1946.8', '32.0', 'Sun, 01 Aug 2010 05:51:50', '733985.24433870101')
(1015, '32.0', '1926.5', '32.0', 'Sun, 01 Aug 2010 05:52:20', '733985.24468606233')
(1016, '32.0', '1931.2', '32.0', 'Sun, 01 Aug 2010 05:52:50', '733985.24503323820')
(1017, '32.0', '1952.0', '32.0', 'Sun, 01 Aug 2010 05:53:20', '733985.24538059928')
(1018, '32.0', '1952.9', '32.0', 'Sun, 01 Aug 2010 05:53:50', '733985.24572777539')
(1019, '32.0', '1947.8', '32.0', 'Sun, 01 Aug 2010 05:54:20', '733985.24607513647')
(1020, '32.0', '1933.8', '32.0', 'Sun, 01 Aug 2010 05:54:50', '733985.24642249756')
(1021, '32.0', '1933.8', '32.0', 'Sun, 01 Aug 2010 05:55:20', '733985.24676976597')
(1022, '32.0', '1945.8', '32.0', 'Sun, 01 Aug 2010 05:55:50', '733985.24711684918')
(1023, '32.0', '1959.1', '32.0', 'Sun, 01 Aug 2010 05:56:20', '733985.24746421049')
(1024, '32.0', '1963.5', '32.0', 'Sun, 01 Aug 2010 05:56:50', '733985.24781138636')
(1025, '32.0', '1958.3', '32.0', 'Sun, 01 Aug 2010 05:57:20', '733985.24815874768')
(1026, '32.0', '1940.7', '32.0', 'Sun, 01 Aug 2010 05:57:50', '733985.24850592366')
(1027, '32.0', '1931.2', '32.0', 'Sun, 01 Aug 2010 05:58:20', '733985.24885328498')
(1028, '32.0', '1956.1', '32.0', 'Sun, 01 Aug 2010 05:58:50', '733985.24920041487')
(1029, '32.0', '1958.6', '32.0', 'Sun, 01 Aug 2010 05:59:20', '733985.24954777537')
(1030, '32.0', '1976.3', '32.0', 'Sun, 01 Aug 2010 05:59:50', '733985.24989495135')
(1031, '32.0', '1958.3', '32.0', 'Sun, 01 Aug 2010 06:00:20', '733985.25024231221')
(1032, '32.0', '1945.8', '32.0', 'Sun, 01 Aug 2010 06:00:50', '733985.25058948831')
(1033, '32.0', '1934.8', '32.0', 'Sun, 01 Aug 2010 06:01:20', '733985.25093685021')
(1034, '32.0', '1940.0', '32.0', 'Sun, 01 Aug 2010 06:01:50', '733985.25128402549')
(1035, '32.0', '1956.1', '32.0', 'Sun, 01 Aug 2010 06:02:20', '733985.25163138681')
(1036, '32.0', '1967.2', '32.0', 'Sun, 01 Aug 2010 06:02:50', '733985.25197856268')
(1037, '32.0', '1959.1', '32.0', 'Sun, 01 Aug 2010 06:03:20', '733985.25232592376')
(1038, '32.0', '1947.5', '32.0', 'Sun, 01 Aug 2010 06:03:50', '733985.25267309987')
(1039, '32.0', '1957.6', '32.0', 'Sun, 01 Aug 2010 06:04:20', '733985.25302046037')
(1040, '32.0', '1962.8', '32.0', 'Sun, 01 Aug 2010 06:04:50', '733985.25336763798')
(1041, '32.0', '1975.3', '32.0', 'Sun, 01 Aug 2010 06:05:20', '733985.25371499849')
(1042, '32.0', '1972.1', '32.0', 'Sun, 01 Aug 2010 06:05:50', '733985.25406217377')
(1043, '32.0', '1954.4', '32.0', 'Sun, 01 Aug 2010 06:06:20', '733985.25440953462')
(1044, '32.0', '1959.3', '32.0', 'Sun, 01 Aug 2010 06:06:51', '733985.25475708232')
(1045, '32.0', '1968.2', '32.0', 'Sun, 01 Aug 2010 06:07:20', '733985.25510407158')
(1046, '32.0', '1960.8', '32.0', 'Sun, 01 Aug 2010 06:07:51', '733985.25545143266')
(1047, '32.0', '1972.8', '32.0', 'Sun, 01 Aug 2010 06:08:20', '733985.25579856220')
(1048, '32.0', '1961.8', '32.0', 'Sun, 01 Aug 2010 06:08:51', '733985.25614592887')
(1049, '32.0', '1941.2', '32.0', 'Sun, 01 Aug 2010 06:09:21', '733985.25649309927')
(1050, '32.0', '1934.1', '32.0', 'Sun, 01 Aug 2010 06:09:51', '733985.25684046058')
(1051, '32.0', '1935.8', '32.0', 'Sun, 01 Aug 2010 06:10:21', '733985.25718764262')
(1052, '32.0', '1947.1', '32.0', 'Sun, 01 Aug 2010 06:10:51', '733985.25753499754')
(1053, '32.0', '1957.1', '32.0', 'Sun, 01 Aug 2010 06:11:21', '733985.25788217352')
(1054, '32.0', '1963.7', '32.0', 'Sun, 01 Aug 2010 06:11:51', '733985.25822953449')
(1055, '32.0', '1942.6', '32.0', 'Sun, 01 Aug 2010 06:12:21', '733985.25857671059')
(1056, '32.0', '1934.1', '32.0', 'Sun, 01 Aug 2010 06:12:51', '733985.25892407156')
(1057, '32.0', '1941.6', '32.0', 'Sun, 01 Aug 2010 06:13:21', '733985.25927124743')
(1058, '32.0', '1958.3', '32.0', 'Sun, 01 Aug 2010 06:13:51', '733985.25961861678')
(1059, '32.0', '1969.4', '32.0', 'Sun, 01 Aug 2010 06:14:21', '733985.25996578473')
(1060, '32.0', '1969.6', '32.0', 'Sun, 01 Aug 2010 06:14:51', '733985.26031314570')
(1061, '32.0', '1969.6', '32.0', 'Sun, 01 Aug 2010 06:15:21', '733985.26066027535')
(1062, '32.0', '1949.2', '32.0', 'Sun, 01 Aug 2010 06:15:51', '733985.26100763644')
(1063, '32.0', '1934.0', '32.0', 'Sun, 01 Aug 2010 06:16:21', '733985.26135481230')
(1064, '32.0', '1939.4', '32.0', 'Sun, 01 Aug 2010 06:16:51', '733985.26170217362')
(1065, '32.0', '1950.7', '32.0', 'Sun, 01 Aug 2010 06:17:21', '733985.26204934926')
(1066, '32.0', '1962.7', '32.0', 'Sun, 01 Aug 2010 06:17:51', '733985.26239671034')
(1067, '32.0', '1967.9', '32.0', 'Sun, 01 Aug 2010 06:18:21', '733985.26274388691')
(1068, '32.0', '1969.3', '32.0', 'Sun, 01 Aug 2010 06:18:51', '733985.26309124753')
(1069, '32.0', '1961.2', '32.0', 'Sun, 01 Aug 2010 06:19:21', '733985.26343860861')
(1070, '32.0', '1934.0', '32.0', 'Sun, 01 Aug 2010 06:19:51', '733985.26378578460')
(1071, '32.0', '1924.5', '32.0', 'Sun, 01 Aug 2010 06:20:21', '733985.26413314568')
(1072, '32.0', '1920.8', '32.0', 'Sun, 01 Aug 2010 06:20:51', '733985.26448032248')
(1073, '32.0', '1930.4', '32.0', 'Sun, 01 Aug 2010 06:21:21', '733985.26482768275')
(1074, '32.0', '1955.3', '32.0', 'Sun, 01 Aug 2010 06:21:51', '733985.26517485909')
(1075, '32.0', '1945.8', '32.0', 'Sun, 01 Aug 2010 06:22:21', '733985.26552221959')
(1076, '32.0', '1921.3', '32.0', 'Sun, 01 Aug 2010 06:22:51', '733985.26586941932')
(1077, '32.0', '1916.5', '32.0', 'Sun, 01 Aug 2010 06:23:21', '733985.26621675678')
(1078, '32.0', '1923.8', '32.0', 'Sun, 01 Aug 2010 06:23:51', '733985.26656411798')
(1079, '32.0', '1923.5', '32.0', 'Sun, 01 Aug 2010 06:24:21', '733985.26691129385')
(1080, '32.0', '1953.3', '32.0', 'Sun, 01 Aug 2010 06:24:51', '733985.26725860871')
(1081, '32.0', '1924.7', '32.0', 'Sun, 01 Aug 2010 06:25:21', '733985.26760578481')
(1082, '32.0', '1922.0', '32.0', 'Sun, 01 Aug 2010 06:25:51', '733985.26795314578')
(1083, '32.0', '1923.7', '32.0', 'Sun, 01 Aug 2010 06:26:21', '733985.26830032130')
(1084, '32.0', '1950.1', '32.0', 'Sun, 01 Aug 2010 06:26:51', '733985.26864768285')
(1085, '32.0', '1962.4', '32.0', 'Sun, 01 Aug 2010 06:27:21', '733985.26899485872')
