Log Date and Time Tue, 09 Oct 2012 21:14:08
Fields:Ambient KilnFront KilnBack Date Date2Num

(0, '51.8', '195.0', '209.5', 'Tue, 09 Oct 2012 09:34:04', '734785.41429565998')
(820, '69.6', '1662.9', '1562.5', 'Tue, 09 Oct 2012 16:24:23', '734785.69924330420')
(821, '69.6', '1662.9', '1562.7', 'Tue, 09 Oct 2012 16:24:53', '734785.69959082676')
(822, '69.6', '1665.7', '1563.9', 'Tue, 09 Oct 2012 16:25:23', '734785.69993834954')
(823, '69.6', '1668.5', '1565.3', 'Tue, 09 Oct 2012 16:25:53', '734785.70028587279')
(824, '69.6', '1667.8', '1566.7', 'Tue, 09 Oct 2012 16:26:23', '734785.70063338510')
(825, '69.6', '1668.5', '1568.8', 'Tue, 09 Oct 2012 16:26:53', '734785.70098093140')
(826, '69.3', '1672.0', '1568.8', 'Tue, 09 Oct 2012 16:27:23', '734785.70132845466')
(827, '69.3', '1670.8', '1572.5', 'Tue, 09 Oct 2012 16:27:53', '734785.70167591958')
(828, '69.3', '1668.0', '1574.6', 'Tue, 09 Oct 2012 16:28:23', '734785.70202314190')
(829, '69.3', '1672.2', '1575.2', 'Tue, 09 Oct 2012 16:28:53', '734785.70237041044')
(830, '69.3', '1675.1', '1576.6', 'Tue, 09 Oct 2012 16:29:23', '734785.70271791110')
(831, '69.3', '1677.4', '1578.0', 'Tue, 09 Oct 2012 16:29:53', '734785.70306544600')
(832, '69.3', '1680.9', '1577.3', 'Tue, 09 Oct 2012 16:30:23', '734785.70341295679')
(833, '69.3', '1683.7', '1578.0', 'Tue, 09 Oct 2012 16:30:53', '734785.70376049168')
(834, '69.3', '1683.0', '1578.7', 'Tue, 09 Oct 2012 16:31:23', '734785.70410802646')
(835, '69.3', '1685.2', '1580.1', 'Tue, 09 Oct 2012 16:31:53', '734785.70445550559')
(836, '69.6', '1686.6', '1581.5', 'Tue, 09 Oct 2012 16:32:23', '734785.70480301580')
(837, '69.3', '1687.0', '1583.6', 'Tue, 09 Oct 2012 16:32:53', '734785.70515056199')
(838, '69.6', '1689.2', '1584.3', 'Tue, 09 Oct 2012 16:33:23', '734785.70549799222')
(839, '69.3', '1692.0', '1585.7', 'Tue, 09 Oct 2012 16:33:53', '734785.70584550442')
(840, '69.3', '1691.3', '1587.1', 'Tue, 09 Oct 2012 16:34:23', '734785.70619301056')
(841, '69.6', '1692.7', '1587.1', 'Tue, 09 Oct 2012 16:34:53', '734785.70654056279')
(842, '69.3', '1696.2', '1587.8', 'Tue, 09 Oct 2012 16:35:24', '734785.70688808581')
(843, '69.3', '1696.2', '1589.2', 'Tue, 09 Oct 2012 16:35:54', '734785.70723560848')
(844, '69.3', '1696.7', '1591.3', 'Tue, 09 Oct 2012 16:36:24', '734785.70758314326')
(845, '69.3', '1698.8', '1592.0', 'Tue, 09 Oct 2012 16:36:54', '734785.70793067885')
(846, '69.3', '1699.5', '1593.1', 'Tue, 09 Oct 2012 16:37:24', '734785.70827819000')
(847, '69.3', '1699.5', '1595.4', 'Tue, 09 Oct 2012 16:37:54', '734785.70862573606')
(848, '69.3', '1701.7', '1596.1', 'Tue, 09 Oct 2012 16:38:24', '734785.70897324837')
(849, '69.1', '1703.1', '1597.5', 'Tue, 09 Oct 2012 16:38:54', '734785.70932078781')
(850, '69.1', '1702.9', '1600.3', 'Tue, 09 Oct 2012 16:39:24', '734785.70966830628')
(851, '69.1', '1704.3', '1601.0', 'Tue, 09 Oct 2012 16:39:54', '734785.71001584129')
(852, '69.1', '1707.8', '1602.4', 'Tue, 09 Oct 2012 16:40:24', '734785.71036335244')
(853, '68.9', '1707.8', '1604.3', 'Tue, 09 Oct 2012 16:40:54', '734785.71071087569')
(854, '68.9', '1709.9', '1604.5', 'Tue, 09 Oct 2012 16:41:24', '734785.71105837647')
(855, '68.9', '1713.0', '1605.2', 'Tue, 09 Oct 2012 16:41:54', '734785.71140585316')
(856, '68.7', '1712.3', '1606.6', 'Tue, 09 Oct 2012 16:42:24', '734785.71175338759')
(857, '68.7', '1712.1', '1609.4', 'Tue, 09 Oct 2012 16:42:54', '734785.71210088755')
(858, '68.7', '1709.9', '1612.9', 'Tue, 09 Oct 2012 16:43:24', '734785.71244842315')
(859, '68.7', '1708.8', '1616.2', 'Tue, 09 Oct 2012 16:43:54', '734785.71279595746')
(860, '68.7', '1710.2', '1616.9', 'Tue, 09 Oct 2012 16:44:24', '734785.71314346965')
(861, '68.7', '1715.8', '1614.8', 'Tue, 09 Oct 2012 16:44:54', '734785.71349100373')
(862, '68.5', '1717.0', '1615.5', 'Tue, 09 Oct 2012 16:45:24', '734785.71383852756')
(863, '68.5', '1715.6', '1617.6', 'Tue, 09 Oct 2012 16:45:54', '734785.71418605081')
(864, '68.5', '1717.0', '1619.0', 'Tue, 09 Oct 2012 16:46:24', '734785.71453355101')
(865, '68.5', '1718.5', '1619.5', 'Tue, 09 Oct 2012 16:46:54', '734785.71488109708')
(866, '68.7', '1719.2', '1620.9', 'Tue, 09 Oct 2012 16:47:24', '734785.71522863233')
(867, '68.5', '1719.2', '1622.3', 'Tue, 09 Oct 2012 16:47:54', '734785.71557615488')
(868, '68.5', '1720.6', '1622.9', 'Tue, 09 Oct 2012 16:48:24', '734785.71592367860')
(869, '68.5', '1722.0', '1623.7', 'Tue, 09 Oct 2012 16:48:54', '734785.71627122536')
(870, '68.5', '1717.8', '1627.2', 'Tue, 09 Oct 2012 16:49:24', '734785.71661873686')
(871, '68.5', '1714.9', '1630.5', 'Tue, 09 Oct 2012 16:49:54', '734785.71696626232')
(872, '68.7', '1710.7', '1634.2', 'Tue, 09 Oct 2012 16:50:24', '734785.71731375984')
(873, '68.7', '1706.4', '1639.1', 'Tue, 09 Oct 2012 16:50:54', '734785.71766129474')
(874, '68.7', '1704.3', '1641.7', 'Tue, 09 Oct 2012 16:51:24', '734785.71800879471')
(875, '68.7', '1702.2', '1644.5', 'Tue, 09 Oct 2012 16:51:54', '734785.71835633088')
(876, '68.7', '1701.4', '1648.9', 'Tue, 09 Oct 2012 16:52:24', '734785.71870386368')
(877, '68.7', '1704.3', '1650.8', 'Tue, 09 Oct 2012 16:52:54', '734785.71905137529')
(878, '68.7', '1705.7', '1652.9', 'Tue, 09 Oct 2012 16:53:24', '734785.71939887491')
(879, '68.7', '1705.0', '1655.0', 'Tue, 09 Oct 2012 16:53:54', '734785.71974640968')
(880, '68.7', '1706.4', '1656.4', 'Tue, 09 Oct 2012 16:54:24', '734785.72009392222')
(881, '68.7', '1708.5', '1659.2', 'Tue, 09 Oct 2012 16:54:54', '734785.72044145688')
(882, '68.7', '1709.9', '1661.8', 'Tue, 09 Oct 2012 16:55:25', '734785.72078899154')
(883, '68.7', '1711.1', '1664.9', 'Tue, 09 Oct 2012 16:55:55', '734785.72113650327')
(884, '68.7', '1714.2', '1667.0', 'Tue, 09 Oct 2012 16:56:25', '734785.72148402652')
(885, '68.7', '1716.1', '1668.9', 'Tue, 09 Oct 2012 16:56:55', '734785.72183153802')
(886, '68.7', '1717.0', '1671.0', 'Tue, 09 Oct 2012 16:57:25', '734785.72217907291')
(887, '68.7', '1719.6', '1673.1', 'Tue, 09 Oct 2012 16:57:55', '734785.72252658440')
(888, '68.7', '1719.6', '1675.0', 'Tue, 09 Oct 2012 16:58:25', '734785.72287410730')
(889, '68.7', '1721.1', '1675.7', 'Tue, 09 Oct 2012 16:58:55', '734785.72322163102')
(890, '68.7', '1723.7', '1678.7', 'Tue, 09 Oct 2012 16:59:25', '734785.72356914310')
(891, '68.5', '1725.1', '1679.9', 'Tue, 09 Oct 2012 16:59:55', '734785.72391668928')
(892, '68.7', '1727.2', '1683.4', 'Tue, 09 Oct 2012 17:00:25', '734785.72426421253')
(893, '68.7', '1730.1', '1685.6', 'Tue, 09 Oct 2012 17:00:55', '734785.72461174708')
(894, '68.7', '1732.0', '1688.4', 'Tue, 09 Oct 2012 17:01:25', '734785.72495925846')
(895, '68.7', '1732.0', '1688.4', 'Tue, 09 Oct 2012 17:01:55', '734785.72530675924')
(896, '68.7', '1734.1', '1690.3', 'Tue, 09 Oct 2012 17:02:25', '734785.72565430542')
(897, '68.7', '1736.2', '1692.4', 'Tue, 09 Oct 2012 17:02:55', '734785.72600184032')
(898, '68.5', '1736.2', '1693.1', 'Tue, 09 Oct 2012 17:03:25', '734785.72634935181')
(899, '68.7', '1738.4', '1694.5', 'Tue, 09 Oct 2012 17:03:55', '734785.72669686342')
(900, '68.7', '1741.0', '1695.9', 'Tue, 09 Oct 2012 17:04:25', '734785.72704439808')
(901, '68.7', '1742.4', '1698.8', 'Tue, 09 Oct 2012 17:04:55', '734785.72739192180')
(902, '68.7', '1743.9', '1700.9', 'Tue, 09 Oct 2012 17:05:25', '734785.72773944470')
(903, '68.7', '1746.0', '1703.7', 'Tue, 09 Oct 2012 17:05:55', '734785.72808697959')
(904, '68.5', '1746.7', '1704.4', 'Tue, 09 Oct 2012 17:06:25', '734785.72843450308')
(905, '68.5', '1747.4', '1705.8', 'Tue, 09 Oct 2012 17:06:55', '734785.72878200177')
(906, '68.5', '1749.5', '1707.7', 'Tue, 09 Oct 2012 17:07:25', '734785.72912952711')
(907, '68.5', '1750.3', '1710.8', 'Tue, 09 Oct 2012 17:07:55', '734785.72947706177')
(908, '68.5', '1751.0', '1712.2', 'Tue, 09 Oct 2012 17:08:25', '734785.72982460901')
(909, '68.5', '1753.1', '1713.4', 'Tue, 09 Oct 2012 17:08:55', '734785.73017213261')
(910, '68.2', '1754.3', '1714.4', 'Tue, 09 Oct 2012 17:09:25', '734785.73051963153')
(911, '68.2', '1754.3', '1715.5', 'Tue, 09 Oct 2012 17:09:55', '734785.73086715466')
(912, '68.2', '1756.5', '1717.7', 'Tue, 09 Oct 2012 17:10:25', '734785.73121471424')
(913, '68.2', '1757.9', '1720.5', 'Tue, 09 Oct 2012 17:10:55', '734785.73156224890')
(914, '68.2', '1759.3', '1720.3', 'Tue, 09 Oct 2012 17:11:25', '734785.73190974887')
(915, '68.2', '1760.7', '1721.2', 'Tue, 09 Oct 2012 17:11:55', '734785.73225723777')
(916, '68.0', '1761.4', '1722.7', 'Tue, 09 Oct 2012 17:12:25', '734785.73260477232')
(917, '68.2', '1762.9', '1723.1', 'Tue, 09 Oct 2012 17:12:55', '734785.73295228370')
(918, '68.2', '1763.6', '1725.2', 'Tue, 09 Oct 2012 17:13:25', '734785.73329981836')
(919, '68.0', '1767.1', '1728.1', 'Tue, 09 Oct 2012 17:13:55', '734785.73364734231')
(920, '68.0', '1767.7', '1729.0', 'Tue, 09 Oct 2012 17:14:25', '734785.73399485415')
(921, '68.2', '1768.4', '1730.9', 'Tue, 09 Oct 2012 17:14:56', '734785.73434238846')
(922, '68.0', '1771.2', '1733.8', 'Tue, 09 Oct 2012 17:15:26', '734785.73468990042')
(923, '68.0', '1771.9', '1734.5', 'Tue, 09 Oct 2012 17:15:56', '734785.73503742309')
(924, '68.0', '1769.8', '1735.2', 'Tue, 09 Oct 2012 17:16:26', '734785.73538495880')
(925, '68.0', '1771.9', '1734.5', 'Tue, 09 Oct 2012 17:16:56', '734785.73573249346')
(926, '68.0', '1773.4', '1737.6', 'Tue, 09 Oct 2012 17:17:26', '734785.73608001601')
(927, '67.8', '1773.4', '1738.0', 'Tue, 09 Oct 2012 17:17:56', '734785.73642755148')
(928, '68.0', '1773.1', '1738.8', 'Tue, 09 Oct 2012 17:18:26', '734785.73677506286')
(929, '68.0', '1774.6', '1740.9', 'Tue, 09 Oct 2012 17:18:56', '734785.73712259752')
(930, '67.8', '1776.0', '1743.7', 'Tue, 09 Oct 2012 17:19:26', '734785.73747012112')
(931, '67.8', '1776.7', '1744.4', 'Tue, 09 Oct 2012 17:19:56', '734785.73781762074')
(932, '67.8', '1781.5', '1746.6', 'Tue, 09 Oct 2012 17:20:26', '734785.73816514423')
(933, '67.5', '1784.4', '1748.5', 'Tue, 09 Oct 2012 17:20:56', '734785.73851257470')
(934, '67.5', '1785.1', '1749.9', 'Tue, 09 Oct 2012 17:21:26', '734785.73886010982')
(935, '67.8', '1785.6', '1751.4', 'Tue, 09 Oct 2012 17:21:56', '734785.73920762178')
(936, '67.5', '1787.7', '1753.2', 'Tue, 09 Oct 2012 17:22:26', '734785.73955513327')
(937, '67.5', '1787.7', '1755.4', 'Tue, 09 Oct 2012 17:22:56', '734785.73990267946')
(938, '67.5', '1789.9', '1758.3', 'Tue, 09 Oct 2012 17:23:26', '734785.74025020318')
(939, '67.5', '1792.0', '1758.5', 'Tue, 09 Oct 2012 17:23:56', '734785.74059772654')
(940, '67.5', '1792.7', '1759.9', 'Tue, 09 Oct 2012 17:24:26', '734785.74094526132')
(941, '67.3', '1786.3', '1757.8', 'Tue, 09 Oct 2012 17:24:56', '734785.74129278376')
(942, '67.3', '1779.8', '1754.9', 'Tue, 09 Oct 2012 17:25:26', '734785.74164029572')
(943, '67.3', '1773.4', '1751.6', 'Tue, 09 Oct 2012 17:25:56', '734785.74198780698')
(944, '67.3', '1766.8', '1744.9', 'Tue, 09 Oct 2012 17:26:26', '734785.74233535258')
(945, '67.3', '1756.0', '1735.7', 'Tue, 09 Oct 2012 17:26:56', '734785.74268286442')
(946, '67.3', '1746.8', '1727.2', 'Tue, 09 Oct 2012 17:27:26', '734785.74303038826')
(947, '67.3', '1739.7', '1719.8', 'Tue, 09 Oct 2012 17:27:56', '734785.74337793514')
(948, '67.3', '1733.7', '1714.2', 'Tue, 09 Oct 2012 17:28:26', '734785.74372545758')
(949, '67.3', '1729.7', '1709.9', 'Tue, 09 Oct 2012 17:28:56', '734785.74407296896')
(950, '67.3', '1724.5', '1705.7', 'Tue, 09 Oct 2012 17:29:26', '734785.74442051514')
(951, '67.1', '1721.9', '1702.1', 'Tue, 09 Oct 2012 17:29:56', '734785.74476801488')
(952, '67.3', '1719.0', '1700.0', 'Tue, 09 Oct 2012 17:30:26', '734785.74511553918')
(953, '67.3', '1716.2', '1697.2', 'Tue, 09 Oct 2012 17:30:56', '734785.74546308618')
(954, '67.1', '1714.1', '1694.3', 'Tue, 09 Oct 2012 17:31:26', '734785.74581060873')
(955, '67.3', '1712.7', '1692.9', 'Tue, 09 Oct 2012 17:31:56', '734785.74615809752')
(956, '67.1', '1710.5', '1690.8', 'Tue, 09 Oct 2012 17:32:26', '734785.74650563218')
(957, '67.1', '1709.1', '1688.5', 'Tue, 09 Oct 2012 17:32:56', '734785.74685312074')
(958, '67.1', '1709.1', '1688.5', 'Tue, 09 Oct 2012 17:33:26', '734785.74720065552')
(959, '66.9', '1708.4', '1687.8', 'Tue, 09 Oct 2012 17:33:56', '734785.74754820089')
(960, '67.1', '1707.7', '1688.0', 'Tue, 09 Oct 2012 17:34:27', '734785.74789570272')
(961, '67.1', '1709.1', '1689.2', 'Tue, 09 Oct 2012 17:34:57', '734785.74824323691')
(962, '66.9', '1709.1', '1692.7', 'Tue, 09 Oct 2012 17:35:27', '734785.74859074911')
(963, '66.9', '1712.0', '1694.1', 'Tue, 09 Oct 2012 17:35:57', '734785.74893828377')
(964, '66.9', '1712.7', '1696.9', 'Tue, 09 Oct 2012 17:36:27', '734785.74928579503')
(965, '67.1', '1714.3', '1699.8', 'Tue, 09 Oct 2012 17:36:57', '734785.74963331886')
(966, '66.9', '1714.1', '1701.2', 'Tue, 09 Oct 2012 17:37:27', '734785.74998084211')
(967, '66.9', '1714.8', '1701.0', 'Tue, 09 Oct 2012 17:37:57', '734785.75032836525')
(968, '66.9', '1716.0', '1703.1', 'Tue, 09 Oct 2012 17:38:27', '734785.75067589979')
(969, '66.9', '1716.2', '1704.5', 'Tue, 09 Oct 2012 17:38:57', '734785.75102342328')
(970, '66.9', '1716.0', '1704.5', 'Tue, 09 Oct 2012 17:39:27', '734785.75137093512')
(971, '67.1', '1716.0', '1704.5', 'Tue, 09 Oct 2012 17:39:57', '734785.75171846931')
(972, '66.9', '1715.8', '1705.2', 'Tue, 09 Oct 2012 17:40:27', '734785.75206599280')
(973, '66.9', '1715.8', '1705.9', 'Tue, 09 Oct 2012 17:40:57', '734785.75241350522')
(974, '66.9', '1716.5', '1706.4', 'Tue, 09 Oct 2012 17:41:27', '734785.75276103942')
(975, '66.9', '1718.1', '1708.0', 'Tue, 09 Oct 2012 17:41:57', '734785.75310856244')
(976, '66.9', '1718.8', '1710.2', 'Tue, 09 Oct 2012 17:42:27', '734785.75345609779')
(977, '66.9', '1720.0', '1712.8', 'Tue, 09 Oct 2012 17:42:57', '734785.75380360917')
(978, '66.7', '1721.4', '1714.9', 'Tue, 09 Oct 2012 17:43:27', '734785.75415114395')
(979, '66.7', '1722.1', '1715.6', 'Tue, 09 Oct 2012 17:43:57', '734785.75449863251')
(980, '66.7', '1723.6', '1717.0', 'Tue, 09 Oct 2012 17:44:27', '734785.75484617881')
(981, '66.4', '1730.0', '1729.8', 'Tue, 09 Oct 2012 17:44:57', '734785.75519371382')
(982, '66.4', '1737.8', '1745.5', 'Tue, 09 Oct 2012 17:45:27', '734785.75554122543')
(983, '66.4', '1746.1', '1758.3', 'Tue, 09 Oct 2012 17:45:57', '734785.75588872517')
(984, '66.7', '1751.1', '1769.0', 'Tue, 09 Oct 2012 17:46:27', '734785.75623627182')
(985, '66.7', '1756.1', '1775.4', 'Tue, 09 Oct 2012 17:46:57', '734785.75658379484')
(986, '66.7', '1760.4', '1780.4', 'Tue, 09 Oct 2012 17:47:27', '734785.75693130679')
(987, '66.7', '1763.7', '1785.9', 'Tue, 09 Oct 2012 17:47:57', '734785.75727883016')
(988, '66.9', '1766.6', '1791.9', 'Tue, 09 Oct 2012 17:48:27', '734785.75762636529')
(989, '66.7', '1769.2', '1794.1', 'Tue, 09 Oct 2012 17:48:57', '734785.75797385373')
(990, '66.7', '1771.3', '1796.9', 'Tue, 09 Oct 2012 17:49:27', '734785.75832139968')
(991, '66.7', '1774.2', '1799.6', 'Tue, 09 Oct 2012 17:49:57', '734785.75866893423')
(992, '66.4', '1776.3', '1801.7', 'Tue, 09 Oct 2012 17:50:27', '734785.75901644677')
(993, '66.4', '1777.8', '1802.4', 'Tue, 09 Oct 2012 17:50:57', '734785.75936399214')
(994, '66.4', '1780.4', '1805.1', 'Tue, 09 Oct 2012 17:51:27', '734785.75971151597')
(995, '66.4', '1781.8', '1805.8', 'Tue, 09 Oct 2012 17:51:57', '734785.76005902805')
(996, '66.4', '1783.3', '1808.5', 'Tue, 09 Oct 2012 17:52:27', '734785.76040657400')
(997, '66.4', '1786.1', '1811.6', 'Tue, 09 Oct 2012 17:52:57', '734785.76075409760')
(998, '66.4', '1786.9', '1812.8', 'Tue, 09 Oct 2012 17:53:28', '734785.76110160840')
(999, '66.4', '1789.0', '1813.5', 'Tue, 09 Oct 2012 17:53:58', '734785.76144915563')
(1000, '66.4', '1790.4', '1814.9', 'Tue, 09 Oct 2012 17:54:28', '734785.76179666654')
(1001, '66.4', '1791.9', '1817.8', 'Tue, 09 Oct 2012 17:54:58', '734785.76214419026')
(1002, '66.2', '1793.1', '1819.2', 'Tue, 09 Oct 2012 17:55:28', '734785.76249172480')
(1003, '66.2', '1795.5', '1820.5', 'Tue, 09 Oct 2012 17:55:58', '734785.76283924829')
(1004, '66.2', '1796.2', '1821.9', 'Tue, 09 Oct 2012 17:56:28', '734785.76318675955')
(1005, '66.4', '1797.6', '1822.6', 'Tue, 09 Oct 2012 17:56:58', '734785.76353429444')
(1006, '66.2', '1799.8', '1824.1', 'Tue, 09 Oct 2012 17:57:28', '734785.76388182968')
(1007, '66.2', '1800.2', '1825.5', 'Tue, 09 Oct 2012 17:57:58', '734785.76422906364')
(1008, '66.2', '1801.7', '1826.9', 'Tue, 09 Oct 2012 17:58:28', '734785.76457660936')
(1009, '66.2', '1802.4', '1828.8', 'Tue, 09 Oct 2012 17:58:58', '734785.76492409839')
(1010, '66.2', '1802.4', '1828.3', 'Tue, 09 Oct 2012 17:59:28', '734785.76527161046')
(1011, '66.2', '1802.4', '1828.6', 'Tue, 09 Oct 2012 17:59:58', '734785.76561914489')
(1012, '66.0', '1804.8', '1830.0', 'Tue, 09 Oct 2012 18:00:28', '734785.76596667990')
(1013, '66.0', '1808.2', '1831.7', 'Tue, 09 Oct 2012 18:00:58', '734785.76631420315')
(1014, '66.0', '1811.0', '1831.7', 'Tue, 09 Oct 2012 18:01:28', '734785.76666171441')
(1015, '66.0', '1811.0', '1831.7', 'Tue, 09 Oct 2012 18:01:58', '734785.76700924919')
(1016, '66.0', '1816.3', '1831.5', 'Tue, 09 Oct 2012 18:02:28', '734785.76735678385')
(1017, '66.0', '1820.6', '1832.4', 'Tue, 09 Oct 2012 18:02:58', '734785.76770429616')
(1018, '66.0', '1824.0', '1831.5', 'Tue, 09 Oct 2012 18:03:28', '734785.76805181941')
(1019, '65.8', '1827.6', '1830.0', 'Tue, 09 Oct 2012 18:03:58', '734785.76839935419')
(1020, '66.0', '1830.5', '1830.0', 'Tue, 09 Oct 2012 18:04:28', '734785.76874687767')
(1021, '66.0', '1831.2', '1830.5', 'Tue, 09 Oct 2012 18:04:58', '734785.76909437799')
(1022, '65.8', '1833.3', '1831.2', 'Tue, 09 Oct 2012 18:05:28', '734785.76944192499')
(1023, '65.8', '1834.8', '1831.9', 'Tue, 09 Oct 2012 18:05:58', '734785.76978944731')
(1024, '65.8', '1835.5', '1833.2', 'Tue, 09 Oct 2012 18:06:28', '734785.77013695927')
(1025, '65.8', '1826.9', '1828.1', 'Tue, 09 Oct 2012 18:06:58', '734785.77048450534')
(1026, '65.8', '1814.6', '1815.2', 'Tue, 09 Oct 2012 18:07:28', '734785.77083202836')
(1027, '65.8', '1803.8', '1803.7', 'Tue, 09 Oct 2012 18:07:58', '734785.77117953962')
(1028, '65.8', '1795.2', '1794.1', 'Tue, 09 Oct 2012 18:08:28', '734785.77152708638')
(1029, '65.8', '1790.9', '1787.6', 'Tue, 09 Oct 2012 18:08:58', '734785.77187439089')
(1030, '65.8', '1786.6', '1784.8', 'Tue, 09 Oct 2012 18:09:28', '734785.77222162380')
(1031, '65.8', '1782.3', '1780.5', 'Tue, 09 Oct 2012 18:09:58', '734785.77256915823')
(1032, '65.5', '1780.2', '1778.3', 'Tue, 09 Oct 2012 18:10:28', '734785.77291655459')
(1033, '65.8', '1779.5', '1777.6', 'Tue, 09 Oct 2012 18:10:58', '734785.77326408937')
(1034, '65.8', '1781.1', '1782.6', 'Tue, 09 Oct 2012 18:11:28', '734785.77361160051')
(1035, '65.8', '1783.3', '1788.3', 'Tue, 09 Oct 2012 18:11:58', '734785.77395913552')
(1036, '65.5', '1784.2', '1791.9', 'Tue, 09 Oct 2012 18:12:28', '734785.77430668229')
(1037, '65.5', '1784.9', '1790.7', 'Tue, 09 Oct 2012 18:12:59', '734785.77465422836')
(1038, '65.5', '1784.9', '1791.5', 'Tue, 09 Oct 2012 18:13:29', '734785.77500175184')
(1039, '65.3', '1785.9', '1792.2', 'Tue, 09 Oct 2012 18:13:59', '734785.77534898510')
(1040, '65.3', '1785.9', '1790.7', 'Tue, 09 Oct 2012 18:14:29', '734785.77569650928')
(1041, '65.1', '1785.9', '1791.5', 'Tue, 09 Oct 2012 18:14:59', '734785.77604399691')
(1042, '65.3', '1786.6', '1790.7', 'Tue, 09 Oct 2012 18:15:29', '734785.77639155590')
(1043, '65.1', '1786.6', '1791.5', 'Tue, 09 Oct 2012 18:15:59', '734785.77673907822')
(1044, '65.1', '1786.6', '1792.9', 'Tue, 09 Oct 2012 18:16:29', '734785.77708659065')
(1045, '65.1', '1788.0', '1793.6', 'Tue, 09 Oct 2012 18:16:59', '734785.77743410156')
(1046, '65.1', '1788.0', '1794.1', 'Tue, 09 Oct 2012 18:17:29', '734785.77778162493')
(1047, '65.1', '1787.8', '1794.1', 'Tue, 09 Oct 2012 18:17:59', '734785.77812914830')
(1048, '64.8', '1787.8', '1792.7', 'Tue, 09 Oct 2012 18:18:29', '734785.77847666026')
(1049, '64.8', '1785.6', '1789.6', 'Tue, 09 Oct 2012 18:18:59', '734785.77882419503')
(1050, '64.8', '1784.0', '1785.8', 'Tue, 09 Oct 2012 18:19:29', '734785.77917173004')
(1051, '64.8', '1786.1', '1790.0', 'Tue, 09 Oct 2012 18:19:59', '734785.77951924107')
(1052, '64.8', '1789.7', '1797.2', 'Tue, 09 Oct 2012 18:20:29', '734785.77986676490')
(1053, '64.8', '1795.5', '1805.8', 'Tue, 09 Oct 2012 18:20:59', '734785.78021428804')
(1054, '65.3', '1796.7', '1808.5', 'Tue, 09 Oct 2012 18:21:29', '734785.78056181152')
(1055, '65.5', '1798.8', '1810.7', 'Tue, 09 Oct 2012 18:21:59', '734785.78090929997')
(1056, '65.8', '1800.2', '1811.4', 'Tue, 09 Oct 2012 18:22:29', '734785.78125684639')
(1057, '65.8', '1802.2', '1812.8', 'Tue, 09 Oct 2012 18:22:59', '734785.78160436964')
(1058, '66.0', '1804.1', '1813.3', 'Tue, 09 Oct 2012 18:23:29', '734785.78195188090')
(1059, '66.0', '1805.5', '1814.7', 'Tue, 09 Oct 2012 18:23:59', '734785.78229943884')
(1060, '66.0', '1807.0', '1817.6', 'Tue, 09 Oct 2012 18:24:29', '734785.78264695127')
(1061, '65.8', '1808.2', '1818.8', 'Tue, 09 Oct 2012 18:24:59', '734785.78299448593')
(1062, '66.0', '1809.6', '1819.6', 'Tue, 09 Oct 2012 18:25:29', '734785.78334201023')
(1063, '65.8', '1811.1', '1821.7', 'Tue, 09 Oct 2012 18:25:59', '734785.78368954372')
(1064, '65.8', '1811.8', '1822.4', 'Tue, 09 Oct 2012 18:26:29', '734785.78403706639')
(1065, '65.8', '1813.2', '1823.2', 'Tue, 09 Oct 2012 18:26:59', '734785.78438459011')
(1066, '65.5', '1813.9', '1825.3', 'Tue, 09 Oct 2012 18:27:29', '734785.78473212454')
(1067, '65.5', '1815.9', '1826.0', 'Tue, 09 Oct 2012 18:27:59', '734785.78507963696')
(1068, '65.5', '1816.8', '1826.5', 'Tue, 09 Oct 2012 18:28:29', '734785.78542691655')
(1069, '65.3', '1816.8', '1827.5', 'Tue, 09 Oct 2012 18:28:59', '734785.78577444016')
(1070, '65.3', '1818.3', '1827.5', 'Tue, 09 Oct 2012 18:29:29', '734785.78612196399')
(1071, '65.3', '1819.0', '1828.2', 'Tue, 09 Oct 2012 18:29:59', '734785.78646945208')
(1072, '65.3', '1819.0', '1827.5', 'Tue, 09 Oct 2012 18:30:29', '734785.78681698674')
(1073, '65.1', '1820.4', '1828.9', 'Tue, 09 Oct 2012 18:30:59', '734785.78716452047')
(1074, '65.1', '1821.9', '1830.1', 'Tue, 09 Oct 2012 18:31:29', '734785.78751203266')
(1075, '65.1', '1821.9', '1833.2', 'Tue, 09 Oct 2012 18:31:59', '734785.78785957897')
(1076, '65.1', '1822.6', '1833.2', 'Tue, 09 Oct 2012 18:32:29', '734785.78820711374')
(1077, '65.1', '1823.1', '1835.4', 'Tue, 09 Oct 2012 18:32:59', '734785.78855463676')
(1078, '65.1', '1824.0', '1835.4', 'Tue, 09 Oct 2012 18:33:30', '734785.78890217212')
(1079, '65.1', '1824.0', '1836.9', 'Tue, 09 Oct 2012 18:34:00', '734785.78924968268')
(1080, '65.1', '1825.0', '1836.9', 'Tue, 09 Oct 2012 18:34:30', '734785.78959721921')
(1081, '65.1', '1826.4', '1837.6', 'Tue, 09 Oct 2012 18:35:00', '734785.78994472942')
(1082, '65.3', '1826.4', '1839.7', 'Tue, 09 Oct 2012 18:35:30', '734785.79029201134')
(1083, '65.3', '1826.6', '1841.2', 'Tue, 09 Oct 2012 18:36:00', '734785.79063954460')
(1084, '65.3', '1827.4', '1839.7', 'Tue, 09 Oct 2012 18:36:30', '734785.79098705726')
