Log Date and Time Sun, 05 Apr 2009 12:28:00
Fields:Ambient KilnFront KilnBack Date Date2Num

(0, '119.3', '2124.7', '2072.3', 'Sat, 04 Apr 2009 21:28:59', '733501.91249749751')
(800, '113.7', '2230.0', '2198.4', 'Sun, 05 Apr 2009 10:48:59', '733502.46805320191')
(801, '113.7', '2226.7', '2196.5', 'Sun, 05 Apr 2009 10:49:59', '733502.46874760091')
(802, '113.7', '2223.8', '2193.7', 'Sun, 05 Apr 2009 10:50:59', '733502.46944199794')
(803, '113.5', '2219.4', '2190.8', 'Sun, 05 Apr 2009 10:51:59', '733502.47013653535')
(804, '112.8', '2215.8', '2188.5', 'Sun, 05 Apr 2009 10:52:59', '733502.47083088686')
(805, '112.3', '2211.9', '2185.2', 'Sun, 05 Apr 2009 10:53:59', '733502.47152528621')
(806, '112.3', '2208.5', '2183.1', 'Sun, 05 Apr 2009 10:54:59', '733502.47221986868')
(807, '112.8', '2205.4', '2179.7', 'Sun, 05 Apr 2009 10:55:59', '733502.47291422135')
(808, '112.5', '2200.0', '2176.1', 'Sun, 05 Apr 2009 10:56:59', '733502.47360880370')
(809, '111.9', '2195.6', '2173.6', 'Sun, 05 Apr 2009 10:57:59', '733502.47430315602')
(810, '111.2', '2193.1', '2170.3', 'Sun, 05 Apr 2009 10:58:59', '733502.47499755363')
(811, '110.5', '2189.4', '2168.5', 'Sun, 05 Apr 2009 10:59:59', '733502.47569209058')
(812, '110.1', '2185.1', '2165.2', 'Sun, 05 Apr 2009 11:00:59', '733502.47638648900')
(813, '109.4', '2181.2', '2161.8', 'Sun, 05 Apr 2009 11:01:59', '733502.47708093701')
(814, '108.7', '2178.6', '2158.3', 'Sun, 05 Apr 2009 11:02:59', '733502.47777542809')
(815, '108.3', '2173.7', '2157.0', 'Sun, 05 Apr 2009 11:03:59', '733502.47846991592')
(816, '107.6', '2170.7', '2153.4', 'Sun, 05 Apr 2009 11:04:59', '733502.47916426696')
(817, '108.0', '2166.1', '2150.3', 'Sun, 05 Apr 2009 11:05:59', '733502.47985866515')
(818, '108.5', '2162.0', '2148.0', 'Sun, 05 Apr 2009 11:06:59', '733502.48055320210')
(819, '109.2', '2158.7', '2144.2', 'Sun, 05 Apr 2009 11:07:59', '733502.48124760075')
(820, '109.0', '2153.8', '2141.7', 'Sun, 05 Apr 2009 11:08:59', '733502.48194195179')
(821, '106.7', '2149.8', '2138.1', 'Sun, 05 Apr 2009 11:09:59', '733502.48263653636')
(822, '103.8', '2146.2', '2135.6', 'Sun, 05 Apr 2009 11:10:59', '733502.48333088728')
(823, '101.1', '2141.6', '2132.3', 'Sun, 05 Apr 2009 11:11:59', '733502.48402547068')
(824, '100.0', '2138.8', '2129.5', 'Sun, 05 Apr 2009 11:12:59', '733502.48471982230')
(825, '100.0', '2134.5', '2126.5', 'Sun, 05 Apr 2009 11:13:59', '733502.48541422118')
(826, '101.1', '2130.9', '2123.2', 'Sun, 05 Apr 2009 11:14:59', '733502.48610875744')
(827, '102.0', '2128.4', '2121.1', 'Sun, 05 Apr 2009 11:15:59', '733502.48680315644')
(828, '102.9', '2123.3', '2118.3', 'Sun, 05 Apr 2009 11:16:59', '733502.48749750864')
(829, '103.5', '2120.0', '2115.3', 'Sun, 05 Apr 2009 11:17:59', '733502.48819209111')
(830, '104.0', '2115.9', '2111.7', 'Sun, 05 Apr 2009 11:18:59', '733502.48888644238')
(831, '104.9', '2111.7', '2108.7', 'Sun, 05 Apr 2009 11:19:59', '733502.48958084115')
(832, '106.0', '2107.7', '2105.9', 'Sun, 05 Apr 2009 11:20:59', '733502.49027537776')
(833, '106.2', '2104.1', '2102.7', 'Sun, 05 Apr 2009 11:21:59', '733502.49096977722')
(834, '105.3', '2100.1', '2099.4', 'Sun, 05 Apr 2009 11:22:59', '733502.49166431453')
(835, '104.5', '2097.6', '2096.7', 'Sun, 05 Apr 2009 11:23:59', '733502.49235871120')
(836, '104.2', '2093.3', '2093.1', 'Sun, 05 Apr 2009 11:24:59', '733502.49305306282')
(837, '104.7', '2089.3', '2089.8', 'Sun, 05 Apr 2009 11:25:59', '733502.49374764669')
(838, '105.1', '2085.3', '2086.8', 'Sun, 05 Apr 2009 11:26:59', '733502.49444199819')
(839, '105.3', '2081.3', '2083.1', 'Sun, 05 Apr 2009 11:27:59', '733502.49513639836')
(840, '105.6', '2077.2', '2080.3', 'Sun, 05 Apr 2009 11:28:59', '733502.49583093391')
(841, '105.8', '2073.5', '2077.1', 'Sun, 05 Apr 2009 11:29:59', '733502.49652533175')
(842, '105.8', '2069.5', '2073.5', 'Sun, 05 Apr 2009 11:30:59', '733502.49721986928')
(843, '105.8', '2065.5', '2069.8', 'Sun, 05 Apr 2009 11:31:59', '733502.49791426677')
(844, '105.8', '2062.0', '2067.5', 'Sun, 05 Apr 2009 11:32:59', '733502.49860861839')
(845, '105.6', '2058.0', '2063.3', 'Sun, 05 Apr 2009 11:33:59', '733502.49930320017')
(846, '105.1', '2053.3', '2060.8', 'Sun, 05 Apr 2009 11:34:59', '733502.49999755411')
(847, '104.9', '2049.3', '2057.8', 'Sun, 05 Apr 2009 11:35:59', '733502.50069195207')
(848, '104.7', '2045.8', '2054.1', 'Sun, 05 Apr 2009 11:36:59', '733502.50138648960')
(849, '104.2', '2041.8', '2051.1', 'Sun, 05 Apr 2009 11:37:59', '733502.50208088825')
(850, '104.2', '2039.3', '2047.9', 'Sun, 05 Apr 2009 11:38:59', '733502.50277542416')
(851, '104.7', '2035.8', '2044.8', 'Sun, 05 Apr 2009 11:39:59', '733502.50346982223')
(852, '105.6', '2032.1', '2041.4', 'Sun, 05 Apr 2009 11:40:59', '733502.50416422042')
(853, '106.5', '2028.2', '2039.5', 'Sun, 05 Apr 2009 11:41:59', '733502.50485875749')
(854, '107.2', '2026.0', '2035.1', 'Sun, 05 Apr 2009 11:42:59', '733502.50555315637')
(855, '107.4', '2020.7', '2032.4', 'Sun, 05 Apr 2009 11:43:59', '733502.50624750729')
(856, '107.4', '2017.8', '2029.6', 'Sun, 05 Apr 2009 11:44:59', '733502.50694209151')
(857, '106.9', '2013.8', '2027.1', 'Sun, 05 Apr 2009 11:45:59', '733502.50763644301')
(858, '106.7', '2009.6', '2024.3', 'Sun, 05 Apr 2009 11:46:59', '733502.50833102595')
(859, '105.8', '2006.5', '2021.1', 'Sun, 05 Apr 2009 11:47:59', '733502.50902537780')
(860, '105.3', '2002.8', '2017.6', 'Sun, 05 Apr 2009 11:48:59', '733502.50971977657')
(861, '104.9', '1998.9', '2014.8', 'Sun, 05 Apr 2009 11:49:59', '733502.51041431318')
(862, '104.7', '1995.6', '2011.6', 'Sun, 05 Apr 2009 11:50:59', '733502.51110871206')
(863, '104.7', '1991.7', '2008.6', 'Sun, 05 Apr 2009 11:51:59', '733502.51180306287')
(864, '104.7', '1988.5', '2007.4', 'Sun, 05 Apr 2009 11:52:59', '733502.51249764615')
(865, '104.9', '1985.0', '2003.4', 'Sun, 05 Apr 2009 11:53:59', '733502.51319199847')
(866, '104.7', '1982.3', '1999.9', 'Sun, 05 Apr 2009 11:54:59', '733502.51388639677')
(867, '104.2', '1978.8', '1998.2', 'Sun, 05 Apr 2009 11:55:59', '733502.51458093384')
(868, '103.5', '1975.2', '1995.2', 'Sun, 05 Apr 2009 11:56:59', '733502.51527533215')
(869, '102.9', '1972.7', '1992.5', 'Sun, 05 Apr 2009 11:57:59', '733502.51596991497')
(870, '102.4', '1968.5', '1988.5', 'Sun, 05 Apr 2009 11:58:59', '733502.51666426682')
(871, '102.2', '1965.0', '1985.3', 'Sun, 05 Apr 2009 11:59:59', '733502.51735866466')
(872, '102.2', '1962.6', '1983.1', 'Sun, 05 Apr 2009 12:00:59', '733502.51805320196')
(873, '102.2', '1959.2', '1980.2', 'Sun, 05 Apr 2009 12:01:59', '733502.51874760026')
(874, '101.5', '1955.0', '1977.5', 'Sun, 05 Apr 2009 12:02:59', '733502.51944195293')
