Log Date and Time Sat, 11 Apr 2009 09:18:50
Fields:Ambient KilnFront KilnBack Date Date2Num

(0, '32.0', '570.4', '32.0', 'Fri, 10 Apr 2009 10:21:46', '733507.43178818526')
(2104, '32.0', '690.2', '32.0', 'Sat, 11 Apr 2009 03:53:47', '733508.16235647420')
(2105, '32.0', '689.5', '32.0', 'Sat, 11 Apr 2009 03:54:17', '733508.16270365054')
(2106, '32.0', '688.6', '32.0', 'Sat, 11 Apr 2009 03:54:47', '733508.16305101127')
(2107, '32.0', '687.9', '32.0', 'Sat, 11 Apr 2009 03:55:17', '733508.16339823336')
(2108, '32.0', '687.3', '32.0', 'Sat, 11 Apr 2009 03:55:47', '733508.16374540934')
(2109, '32.0', '685.9', '32.0', 'Sat, 11 Apr 2009 03:56:17', '733508.16409258521')
(2110, '32.0', '685.2', '32.0', 'Sat, 11 Apr 2009 03:56:47', '733508.16443980741')
(2111, '32.0', '684.6', '32.0', 'Sat, 11 Apr 2009 03:57:17', '733508.16478698340')
(2112, '32.0', '683.9', '32.0', 'Sat, 11 Apr 2009 03:57:47', '733508.16513434437')
(2113, '32.0', '683.2', '32.0', 'Sat, 11 Apr 2009 03:58:17', '733508.16548156657')
(2114, '32.0', '682.5', '32.0', 'Sat, 11 Apr 2009 03:58:47', '733508.16582874267')
(2115, '32.0', '681.2', '32.0', 'Sat, 11 Apr 2009 03:59:17', '733508.16617591854')
(2116, '32.0', '680.5', '32.0', 'Sat, 11 Apr 2009 03:59:47', '733508.16652314062')
(2117, '32.0', '680.5', '32.0', 'Sat, 11 Apr 2009 04:00:17', '733508.16687031672')
(2118, '32.0', '679.6', '32.0', 'Sat, 11 Apr 2009 04:00:47', '733508.16721753892')
(2119, '32.0', '679.2', '32.0', 'Sat, 11 Apr 2009 04:01:17', '733508.16756490001')
(2120, '32.0', '678.3', '32.0', 'Sat, 11 Apr 2009 04:01:47', '733508.16791207588')
(2121, '32.0', '676.9', '32.0', 'Sat, 11 Apr 2009 04:02:17', '733508.16825929808')
(2122, '32.0', '676.9', '32.0', 'Sat, 11 Apr 2009 04:02:47', '733508.16860666103')
(2123, '32.0', '676.3', '32.0', 'Sat, 11 Apr 2009 04:03:17', '733508.16895402037')
(2124, '32.0', '675.6', '32.0', 'Sat, 11 Apr 2009 04:03:47', '733508.16930124268')
(2125, '32.0', '674.9', '32.0', 'Sat, 11 Apr 2009 04:04:17', '733508.16964841844')
(2126, '32.0', '673.6', '32.0', 'Sat, 11 Apr 2009 04:04:47', '733508.16999564064')
(2127, '32.0', '673.6', '32.0', 'Sat, 11 Apr 2009 04:05:17', '733508.17034281662')
(2128, '32.0', '672.2', '32.0', 'Sat, 11 Apr 2009 04:05:47', '733508.17068999447')
(2129, '32.0', '672.2', '32.0', 'Sat, 11 Apr 2009 04:06:17', '733508.17103721679')
(2130, '32.0', '670.9', '32.0', 'Sat, 11 Apr 2009 04:06:47', '733508.17138457519')
(2131, '32.0', '670.2', '32.0', 'Sat, 11 Apr 2009 04:07:17', '733508.17173175188')
(2132, '32.0', '669.5', '32.0', 'Sat, 11 Apr 2009 04:07:47', '733508.17207897396')
(2133, '32.0', '668.8', '32.0', 'Sat, 11 Apr 2009 04:08:17', '733508.17242614995')
(2134, '32.0', '668.0', '32.0', 'Sat, 11 Apr 2009 04:08:47', '733508.17277332768')
(2135, '32.0', '666.6', '32.0', 'Sat, 11 Apr 2009 04:09:17', '733508.17312055000')
(2136, '32.0', '665.9', '32.0', 'Sat, 11 Apr 2009 04:09:47', '733508.17346790934')
(2137, '32.0', '665.9', '32.0', 'Sat, 11 Apr 2009 04:10:17', '733508.17381508509')
(2138, '32.0', '664.6', '32.0', 'Sat, 11 Apr 2009 04:10:47', '733508.17416230740')
(2139, '32.0', '663.9', '32.0', 'Sat, 11 Apr 2009 04:11:17', '733508.17450948327')
(2140, '32.0', '663.9', '32.0', 'Sat, 11 Apr 2009 04:11:47', '733508.17485670547')
(2141, '32.0', '662.6', '32.0', 'Sat, 11 Apr 2009 04:12:17', '733508.17520388332')
(2142, '32.0', '662.6', '32.0', 'Sat, 11 Apr 2009 04:12:47', '733508.17555124254')
(2143, '32.0', '661.2', '32.0', 'Sat, 11 Apr 2009 04:13:17', '733508.17589846475')
(2144, '32.0', '660.5', '32.0', 'Sat, 11 Apr 2009 04:13:47', '733508.17624564073')
(2145, '32.0', '659.9', '32.0', 'Sat, 11 Apr 2009 04:14:17', '733508.17659281672')
(2146, '32.0', '659.2', '32.0', 'Sat, 11 Apr 2009 04:14:47', '733508.17694003892')
(2147, '32.0', '659.2', '32.0', 'Sat, 11 Apr 2009 04:15:17', '733508.17728721688')
(2148, '32.0', '657.8', '32.0', 'Sat, 11 Apr 2009 04:15:47', '733508.17763457599')
(2149, '32.0', '656.9', '32.0', 'Sat, 11 Apr 2009 04:16:17', '733508.17798179830')
(2150, '32.0', '656.3', '32.0', 'Sat, 11 Apr 2009 04:16:47', '733508.17832897406')
(2151, '32.0', '655.6', '32.0', 'Sat, 11 Apr 2009 04:17:17', '733508.17867619626')
(2152, '32.0', '654.9', '32.0', 'Sat, 11 Apr 2009 04:17:47', '733508.17902337213')
(2153, '32.0', '654.9', '32.0', 'Sat, 11 Apr 2009 04:18:17', '733508.17937054997')
(2154, '32.0', '654.2', '32.0', 'Sat, 11 Apr 2009 04:18:47', '733508.17971777206')
(2155, '32.0', '652.9', '32.0', 'Sat, 11 Apr 2009 04:19:17', '733508.18006513140')
(2156, '32.0', '652.2', '32.0', 'Sat, 11 Apr 2009 04:19:47', '733508.18041230796')
(2157, '32.0', '651.5', '32.0', 'Sat, 11 Apr 2009 04:20:17', '733508.18075952958')
(2158, '32.0', '650.9', '32.0', 'Sat, 11 Apr 2009 04:20:47', '733508.18110670557')
(2159, '32.0', '650.2', '32.0', 'Sat, 11 Apr 2009 04:21:17', '733508.18145388330')
(2160, '32.0', '649.5', '32.0', 'Sat, 11 Apr 2009 04:21:47', '733508.18180110550')
(2161, '32.0', '648.8', '32.0', 'Sat, 11 Apr 2009 04:22:17', '733508.18214846472')
(2162, '32.0', '648.2', '32.0', 'Sat, 11 Apr 2009 04:22:47', '733508.18249605736')
(2163, '32.0', '647.5', '32.0', 'Sat, 11 Apr 2009 04:23:17', '733508.18284323381')
(2164, '32.0', '646.8', '32.0', 'Sat, 11 Apr 2009 04:23:47', '733508.18319040921')
(2165, '32.0', '645.9', '32.0', 'Sat, 11 Apr 2009 04:24:17', '733508.18353763141')
(2166, '32.0', '645.2', '32.0', 'Sat, 11 Apr 2009 04:24:47', '733508.18388480740')
(2167, '32.0', '644.6', '32.0', 'Sat, 11 Apr 2009 04:25:17', '733508.18423216848')
(2168, '32.0', '643.9', '32.0', 'Sat, 11 Apr 2009 04:25:47', '733508.18457939068')
(2169, '32.0', '643.2', '32.0', 'Sat, 11 Apr 2009 04:26:17', '733508.18492656667')
(2170, '32.0', '642.5', '32.0', 'Sat, 11 Apr 2009 04:26:47', '733508.18527392764')
(2171, '32.0', '641.9', '32.0', 'Sat, 11 Apr 2009 04:27:17', '733508.18562115007')
(2172, '32.0', '640.5', '32.0', 'Sat, 11 Apr 2009 04:27:47', '733508.18596832582')
(2173, '32.0', '639.8', '32.0', 'Sat, 11 Apr 2009 04:28:17', '733508.18631550181')
(2174, '32.0', '639.2', '32.0', 'Sat, 11 Apr 2009 04:28:47', '733508.18666272413')
(2175, '32.0', '638.5', '32.0', 'Sat, 11 Apr 2009 04:29:17', '733508.18701008533')
(2176, '32.0', '637.8', '32.0', 'Sat, 11 Apr 2009 04:29:47', '733508.18735730753')
(2177, '32.0', '636.9', '32.0', 'Sat, 11 Apr 2009 04:30:17', '733508.18770448340')
(2178, '32.0', '635.5', '32.0', 'Sat, 11 Apr 2009 04:30:47', '733508.18805165938')
(2179, '32.0', '636.4', '32.0', 'Sat, 11 Apr 2009 04:31:17', '733508.18839888170')
(2180, '32.0', '635.8', '32.0', 'Sat, 11 Apr 2009 04:31:47', '733508.18874605745')
(2181, '32.0', '634.9', '32.0', 'Sat, 11 Apr 2009 04:32:17', '733508.18909341865')
(2182, '32.0', '634.2', '32.0', 'Sat, 11 Apr 2009 04:32:47', '733508.18944064085')
(2183, '32.0', '632.8', '32.0', 'Sat, 11 Apr 2009 04:33:17', '733508.18978781672')
(2184, '32.0', '632.2', '32.0', 'Sat, 11 Apr 2009 04:33:47', '733508.19013503892')
(2185, '32.0', '631.5', '32.0', 'Sat, 11 Apr 2009 04:34:17', '733508.19048221491')
(2186, '32.0', '630.8', '32.0', 'Sat, 11 Apr 2009 04:34:47', '733508.19082939078')
(2187, '32.0', '630.8', '32.0', 'Sat, 11 Apr 2009 04:35:17', '733508.19117679831')
(2188, '32.0', '630.1', '32.0', 'Sat, 11 Apr 2009 04:35:47', '733508.19152397430')
(2189, '32.0', '629.4', '32.0', 'Sat, 11 Apr 2009 04:36:17', '733508.19187115016')
(2190, '32.0', '628.8', '32.0', 'Sat, 11 Apr 2009 04:36:47', '733508.19221837237')
(2191, '32.0', '628.1', '32.0', 'Sat, 11 Apr 2009 04:37:17', '733508.19256573333')
(2192, '32.0', '627.4', '32.0', 'Sat, 11 Apr 2009 04:37:47', '733508.19291290932')
(2193, '32.0', '626.7', '32.0', 'Sat, 11 Apr 2009 04:38:17', '733508.19326013152')
(2194, '32.0', '625.4', '32.0', 'Sat, 11 Apr 2009 04:38:47', '733508.19360730785')
(2195, '32.0', '623.4', '32.0', 'Sat, 11 Apr 2009 04:39:17', '733508.19395466894')
(2196, '32.0', '621.3', '32.0', 'Sat, 11 Apr 2009 04:39:47', '733508.19430189114')
(2197, '32.0', '619.8', '32.0', 'Sat, 11 Apr 2009 04:40:17', '733508.19464906713')
(2198, '32.0', '616.4', '32.0', 'Sat, 11 Apr 2009 04:40:47', '733508.19499624288')
(2199, '32.0', '614.3', '32.0', 'Sat, 11 Apr 2009 04:41:17', '733508.19534346485')
(2200, '32.0', '613.6', '32.0', 'Sat, 11 Apr 2009 04:41:47', '733508.19569064002')
(2201, '32.0', '613.0', '32.0', 'Sat, 11 Apr 2009 04:42:17', '733508.19603800192')
(2202, '32.0', '613.0', '32.0', 'Sat, 11 Apr 2009 04:42:47', '733508.19638522388')
(2203, '32.0', '612.3', '32.0', 'Sat, 11 Apr 2009 04:43:17', '733508.19673239999')
(2204, '32.0', '611.6', '32.0', 'Sat, 11 Apr 2009 04:43:47', '733508.19707962219')
(2205, '32.0', '610.2', '32.0', 'Sat, 11 Apr 2009 04:44:17', '733508.19742679805')
(2206, '32.0', '610.2', '32.0', 'Sat, 11 Apr 2009 04:44:47', '733508.19777397392')
(2207, '32.0', '609.6', '32.0', 'Sat, 11 Apr 2009 04:45:17', '733508.19812119612')
(2208, '32.0', '608.9', '32.0', 'Sat, 11 Apr 2009 04:45:47', '733508.19846855733')
(2209, '32.0', '608.0', '32.0', 'Sat, 11 Apr 2009 04:46:17', '733508.19881573319')
(2210, '32.0', '607.5', '32.0', 'Sat, 11 Apr 2009 04:46:47', '733508.19916314085')
(2211, '32.0', '606.8', '32.0', 'Sat, 11 Apr 2009 04:47:17', '733508.19951031671')
(2212, '32.0', '606.2', '32.0', 'Sat, 11 Apr 2009 04:47:47', '733508.19985753880')
(2213, '32.0', '605.3', '32.0', 'Sat, 11 Apr 2009 04:48:17', '733508.20020471478')
(2214, '32.0', '604.6', '32.0', 'Sat, 11 Apr 2009 04:48:47', '733508.20055207587')
(2215, '32.0', '603.9', '32.0', 'Sat, 11 Apr 2009 04:49:17', '733508.20089929819')
(2216, '32.0', '603.2', '32.0', 'Sat, 11 Apr 2009 04:49:47', '733508.20124647382')
(2217, '32.0', '603.2', '32.0', 'Sat, 11 Apr 2009 04:50:17', '733508.20159364992')
(2218, '32.0', '601.9', '32.0', 'Sat, 11 Apr 2009 04:50:47', '733508.20194087212')
(2219, '32.0', '601.2', '32.0', 'Sat, 11 Apr 2009 04:51:17', '733508.20228804811')
(2220, '32.0', '600.5', '32.0', 'Sat, 11 Apr 2009 04:51:47', '733508.20263540943')
(2221, '32.0', '600.5', '32.0', 'Sat, 11 Apr 2009 04:52:17', '733508.20298263151')
(2222, '32.0', '599.8', '32.0', 'Sat, 11 Apr 2009 04:52:47', '733508.20332980738')
(2223, '32.0', '599.1', '32.0', 'Sat, 11 Apr 2009 04:53:17', '733508.20367698348')
(2224, '32.0', '598.5', '32.0', 'Sat, 11 Apr 2009 04:53:47', '733508.20402420557')
(2225, '32.0', '597.8', '32.0', 'Sat, 11 Apr 2009 04:54:17', '733508.20437138143')
(2226, '32.0', '596.4', '32.0', 'Sat, 11 Apr 2009 04:54:47', '733508.20471874252')
(2227, '32.0', '595.7', '32.0', 'Sat, 11 Apr 2009 04:55:17', '733508.20506596530')
(2228, '32.0', '595.7', '32.0', 'Sat, 11 Apr 2009 04:55:47', '733508.20541314071')
(2229, '32.0', '594.8', '32.0', 'Sat, 11 Apr 2009 04:56:17', '733508.20576031657')
(2230, '32.0', '594.2', '32.0', 'Sat, 11 Apr 2009 04:56:47', '733508.20610753878')
(2231, '32.0', '593.5', '32.0', 'Sat, 11 Apr 2009 04:57:17', '733508.20645471476')
(2232, '32.0', '592.8', '32.0', 'Sat, 11 Apr 2009 04:57:47', '733508.20680193696')
(2233, '32.0', '592.1', '32.0', 'Sat, 11 Apr 2009 04:58:17', '733508.20714929816')
(2234, '32.0', '592.1', '32.0', 'Sat, 11 Apr 2009 04:58:47', '733508.20749647415')
(2235, '32.0', '591.4', '32.0', 'Sat, 11 Apr 2009 04:59:17', '733508.20784369647')
(2236, '32.0', '590.8', '32.0', 'Sat, 11 Apr 2009 04:59:47', '733508.20819087245')
(2237, '32.0', '590.8', '32.0', 'Sat, 11 Apr 2009 05:00:17', '733508.20853804797')
(2238, '32.0', '589.4', '32.0', 'Sat, 11 Apr 2009 05:00:47', '733508.20888527040')
(2239, '32.0', '588.7', '32.0', 'Sat, 11 Apr 2009 05:01:17', '733508.20923281671')
(2240, '32.0', '588.7', '32.0', 'Sat, 11 Apr 2009 05:01:47', '733508.20958003891')
(2241, '32.0', '587.4', '32.0', 'Sat, 11 Apr 2009 05:02:17', '733508.20992721478')
(2242, '32.0', '587.4', '32.0', 'Sat, 11 Apr 2009 05:02:47', '733508.21027457598')
(2243, '32.0', '586.7', '32.0', 'Sat, 11 Apr 2009 05:03:17', '733508.21062179818')
(2244, '32.0', '586.0', '32.0', 'Sat, 11 Apr 2009 05:03:47', '733508.21096897416')
(2245, '32.0', '585.3', '32.0', 'Sat, 11 Apr 2009 05:04:17', '733508.21131615015')
(2246, '32.0', '584.4', '32.0', 'Sat, 11 Apr 2009 05:04:47', '733508.21166337223')
(2247, '32.0', '583.1', '32.0', 'Sat, 11 Apr 2009 05:05:17', '733508.21201073343')
(2248, '32.0', '583.7', '32.0', 'Sat, 11 Apr 2009 05:05:47', '733508.21235790930')
(2249, '32.0', '583.1', '32.0', 'Sat, 11 Apr 2009 05:06:17', '733508.21270513162')
(2250, '32.0', '581.7', '32.0', 'Sat, 11 Apr 2009 05:06:47', '733508.21305230760')
(2251, '32.0', '581.7', '32.0', 'Sat, 11 Apr 2009 05:07:17', '733508.21339966869')
(2252, '32.0', '580.3', '32.0', 'Sat, 11 Apr 2009 05:07:47', '733508.21374689089')
(2253, '32.0', '580.3', '32.0', 'Sat, 11 Apr 2009 05:08:17', '733508.21409406688')
(2254, '32.0', '579.6', '32.0', 'Sat, 11 Apr 2009 05:08:47', '733508.21444124274')
(2255, '32.0', '579.6', '32.0', 'Sat, 11 Apr 2009 05:09:17', '733508.21478846495')
(2256, '32.0', '578.3', '32.0', 'Sat, 11 Apr 2009 05:09:47', '733508.21513564081')
(2257, '32.0', '578.3', '32.0', 'Sat, 11 Apr 2009 05:10:17', '733508.21548300190')
(2258, '32.0', '577.6', '32.0', 'Sat, 11 Apr 2009 05:10:47', '733508.21583022410')
(2259, '32.0', '576.7', '32.0', 'Sat, 11 Apr 2009 05:11:17', '733508.21617740009')
(2260, '32.0', '575.5', '32.0', 'Sat, 11 Apr 2009 05:11:47', '733508.21652462217')
(2261, '32.0', '575.5', '32.0', 'Sat, 11 Apr 2009 05:12:17', '733508.21687179815')
(2262, '32.0', '574.2', '32.0', 'Sat, 11 Apr 2009 05:12:47', '733508.21721897414')
(2263, '32.0', '574.0', '32.0', 'Sat, 11 Apr 2009 05:13:17', '733508.21756619634')
(2264, '32.0', '572.6', '32.0', 'Sat, 11 Apr 2009 05:13:47', '733508.21791355743')
(2265, '32.0', '571.9', '32.0', 'Sat, 11 Apr 2009 05:14:17', '733508.21826073341')
(2266, '32.0', '571.2', '32.0', 'Sat, 11 Apr 2009 05:14:47', '733508.21860795561')
(2267, '32.0', '571.2', '32.0', 'Sat, 11 Apr 2009 05:15:17', '733508.21895513136')
(2268, '32.0', '570.6', '32.0', 'Sat, 11 Apr 2009 05:15:47', '733508.21930235368')
(2269, '32.0', '569.9', '32.0', 'Sat, 11 Apr 2009 05:16:17', '733508.21964952978')
(2270, '32.0', '569.9', '32.0', 'Sat, 11 Apr 2009 05:16:47', '733508.21999689005')
(2271, '32.0', '569.2', '32.0', 'Sat, 11 Apr 2009 05:17:17', '733508.22034411295')
(2272, '32.0', '568.5', '32.0', 'Sat, 11 Apr 2009 05:17:47', '733508.22069128894')
(2273, '32.0', '567.8', '32.0', 'Sat, 11 Apr 2009 05:18:17', '733508.22103846481')
(2274, '32.0', '567.1', '32.0', 'Sat, 11 Apr 2009 05:18:47', '733508.22138568712')
(2275, '32.0', '567.1', '32.0', 'Sat, 11 Apr 2009 05:19:17', '733508.22173286311')
(2276, '32.0', '566.5', '32.0', 'Sat, 11 Apr 2009 05:19:47', '733508.22208022408')
(2277, '32.0', '565.8', '32.0', 'Sat, 11 Apr 2009 05:20:17', '733508.22242744640')
(2278, '32.0', '565.1', '32.0', 'Sat, 11 Apr 2009 05:20:47', '733508.22277462226')
(2279, '32.0', '564.2', '32.0', 'Sat, 11 Apr 2009 05:21:17', '733508.22312179813')
(2280, '32.0', '563.5', '32.0', 'Sat, 11 Apr 2009 05:21:47', '733508.22346902045')
(2281, '32.0', '563.7', '32.0', 'Sat, 11 Apr 2009 05:22:17', '733508.22381619643')
(2282, '32.0', '562.1', '32.0', 'Sat, 11 Apr 2009 05:22:47', '733508.22416374250')
(2283, '32.0', '562.1', '32.0', 'Sat, 11 Apr 2009 05:23:17', '733508.22451096482')
(2284, '32.0', '561.5', '32.0', 'Sat, 11 Apr 2009 05:23:47', '733508.22485832602')
(2285, '32.0', '560.8', '32.0', 'Sat, 11 Apr 2009 05:24:17', '733508.22520550189')
(2286, '32.0', '560.1', '32.0', 'Sat, 11 Apr 2009 05:24:47', '733508.22555272421')
(2287, '32.0', '560.1', '32.0', 'Sat, 11 Apr 2009 05:25:17', '733508.22589990008')
(2288, '32.0', '559.4', '32.0', 'Sat, 11 Apr 2009 05:25:47', '733508.22624707606')
(2289, '32.0', '558.7', '32.0', 'Sat, 11 Apr 2009 05:26:17', '733508.22659429815')
(2290, '32.0', '558.0', '32.0', 'Sat, 11 Apr 2009 05:26:47', '733508.22694165923')
(2291, '32.0', '557.3', '32.0', 'Sat, 11 Apr 2009 05:27:17', '733508.22728888155')
(2292, '32.0', '557.3', '32.0', 'Sat, 11 Apr 2009 05:27:47', '733508.22763605742')
(2293, '32.0', '557.3', '32.0', 'Sat, 11 Apr 2009 05:28:17', '733508.22798323329')
(2294, '32.0', '556.0', '32.0', 'Sat, 11 Apr 2009 05:28:47', '733508.22833064082')
(2295, '32.0', '556.0', '32.0', 'Sat, 11 Apr 2009 05:29:17', '733508.22867781681')
(2296, '32.0', '555.1', '32.0', 'Sat, 11 Apr 2009 05:29:47', '733508.22902503901')
(2297, '32.0', '553.7', '32.0', 'Sat, 11 Apr 2009 05:30:17', '733508.22937221488')
(2298, '32.0', '553.9', '32.0', 'Sat, 11 Apr 2009 05:30:47', '733508.22971939086')
(2299, '32.0', '553.2', '32.0', 'Sat, 11 Apr 2009 05:31:17', '733508.23006679816')
(2300, '32.0', '553.0', '32.0', 'Sat, 11 Apr 2009 05:31:47', '733508.23041397415')
(2301, '32.0', '551.7', '32.0', 'Sat, 11 Apr 2009 05:32:17', '733508.23076115013')
(2302, '32.0', '551.0', '32.0', 'Sat, 11 Apr 2009 05:32:47', '733508.23110837210')
(2303, '32.0', '550.3', '32.0', 'Sat, 11 Apr 2009 05:33:17', '733508.23145554808')
(2304, '32.0', '549.6', '32.0', 'Sat, 11 Apr 2009 05:33:47', '733508.23180272407')
(2305, '32.0', '549.6', '32.0', 'Sat, 11 Apr 2009 05:34:17', '733508.23215013137')
(2306, '32.0', '548.9', '32.0', 'Sat, 11 Apr 2009 05:34:47', '733508.23249730770')
(2307, '32.0', '548.3', '32.0', 'Sat, 11 Apr 2009 05:35:17', '733508.23284448346')
(2308, '32.0', '548.3', '32.0', 'Sat, 11 Apr 2009 05:35:47', '733508.23319170566')
(2309, '32.0', '547.6', '32.0', 'Sat, 11 Apr 2009 05:36:17', '733508.23353906686')
(2310, '32.0', '546.9', '32.0', 'Sat, 11 Apr 2009 05:36:47', '733508.23388624273')
(2311, '32.0', '546.2', '32.0', 'Sat, 11 Apr 2009 05:37:17', '733508.23423346505')
(2312, '32.0', '546.2', '32.0', 'Sat, 11 Apr 2009 05:37:47', '733508.23458064103')
(2313, '32.0', '544.8', '32.0', 'Sat, 11 Apr 2009 05:38:17', '733508.23492786312')
(2314, '32.0', '544.6', '32.0', 'Sat, 11 Apr 2009 05:38:47', '733508.23527503898')
(2315, '32.0', '543.9', '32.0', 'Sat, 11 Apr 2009 05:39:17', '733508.23562240019')
(2316, '32.0', '543.2', '32.0', 'Sat, 11 Apr 2009 05:39:47', '733508.23596962250')
(2317, '32.0', '542.6', '32.0', 'Sat, 11 Apr 2009 05:40:17', '733508.23631679837')
(2318, '32.0', '541.9', '32.0', 'Sat, 11 Apr 2009 05:40:47', '733508.23666397424')
(2319, '32.0', '541.9', '32.0', 'Sat, 11 Apr 2009 05:41:17', '733508.23701119644')
(2320, '32.0', '540.5', '32.0', 'Sat, 11 Apr 2009 05:41:47', '733508.23735837219')
(2321, '32.0', '539.8', '32.0', 'Sat, 11 Apr 2009 05:42:17', '733508.23770573339')
(2322, '32.0', '539.8', '32.0', 'Sat, 11 Apr 2009 05:42:47', '733508.23805290950')
(2323, '32.0', '539.1', '32.0', 'Sat, 11 Apr 2009 05:43:17', '733508.23840031680')
(2324, '32.0', '538.4', '32.0', 'Sat, 11 Apr 2009 05:43:47', '733508.23874749267')
(2325, '32.0', '537.7', '32.0', 'Sat, 11 Apr 2009 05:44:17', '733508.23909471498')
(2326, '32.0', '537.7', '32.0', 'Sat, 11 Apr 2009 05:44:47', '733508.23944189167')
(2327, '32.0', '537.7', '32.0', 'Sat, 11 Apr 2009 05:45:17', '733508.23978925205')
(2328, '32.0', '536.4', '32.0', 'Sat, 11 Apr 2009 05:45:47', '733508.24013647425')
(2329, '32.0', '535.7', '32.0', 'Sat, 11 Apr 2009 05:46:17', '733508.24048365012')
(2330, '32.0', '535.7', '32.0', 'Sat, 11 Apr 2009 05:46:47', '733508.24083082611')
(2331, '32.0', '534.8', '32.0', 'Sat, 11 Apr 2009 05:47:17', '733508.24117804831')
(2332, '32.0', '534.1', '32.0', 'Sat, 11 Apr 2009 05:47:47', '733508.24152522418')
(2333, '32.0', '534.1', '32.0', 'Sat, 11 Apr 2009 05:48:17', '733508.24187258526')
(2334, '32.0', '532.7', '32.0', 'Sat, 11 Apr 2009 05:48:47', '733508.24221980758')
(2335, '32.0', '532.7', '32.0', 'Sat, 11 Apr 2009 05:49:17', '733508.24256698356')
(2336, '32.0', '532.1', '32.0', 'Sat, 11 Apr 2009 05:49:47', '733508.24291420565')
(2337, '32.0', '531.4', '32.0', 'Sat, 11 Apr 2009 05:50:17', '733508.24326156673')
(2338, '32.0', '530.7', '32.0', 'Sat, 11 Apr 2009 05:50:47', '733508.24360874272')
(2339, '32.0', '530.7', '32.0', 'Sat, 11 Apr 2009 05:51:17', '733508.24395596504')
(2340, '32.0', '530.0', '32.0', 'Sat, 11 Apr 2009 05:51:47', '733508.24430314044')
(2341, '32.0', '529.3', '32.0', 'Sat, 11 Apr 2009 05:52:17', '733508.24465036357')
(2342, '32.0', '528.6', '32.0', 'Sat, 11 Apr 2009 05:52:47', '733508.24499772454')
(2343, '32.0', '528.6', '32.0', 'Sat, 11 Apr 2009 05:53:17', '733508.24534490041')
(2344, '32.0', '527.9', '32.0', 'Sat, 11 Apr 2009 05:53:47', '733508.24569207628')
(2345, '32.0', '527.3', '32.0', 'Sat, 11 Apr 2009 05:54:17', '733508.24603929860')
(2346, '32.0', '526.3', '32.0', 'Sat, 11 Apr 2009 05:54:47', '733508.24638665980')
(2347, '32.0', '526.3', '32.0', 'Sat, 11 Apr 2009 05:55:17', '733508.24673388153')
(2348, '32.0', '525.6', '32.0', 'Sat, 11 Apr 2009 05:55:47', '733508.24708105752')
(2349, '32.0', '525.2', '32.0', 'Sat, 11 Apr 2009 05:56:17', '733508.24742823339')
(2350, '32.0', '524.3', '32.0', 'Sat, 11 Apr 2009 05:56:47', '733508.24777545559')
(2351, '32.0', '523.6', '32.0', 'Sat, 11 Apr 2009 05:57:17', '733508.24812263157')
(2352, '32.0', '523.6', '32.0', 'Sat, 11 Apr 2009 05:57:47', '733508.24846999254')
(2353, '32.0', '522.9', '32.0', 'Sat, 11 Apr 2009 05:58:17', '733508.24881721486')
(2354, '32.0', '522.2', '32.0', 'Sat, 11 Apr 2009 05:58:47', '733508.24916439084')
(2355, '32.0', '522.2', '32.0', 'Sat, 11 Apr 2009 05:59:17', '733508.24951156671')
(2356, '32.0', '521.5', '32.0', 'Sat, 11 Apr 2009 05:59:47', '733508.24985878891')
(2357, '32.0', '520.2', '32.0', 'Sat, 11 Apr 2009 06:00:17', '733508.25020596490')
(2358, '32.0', '520.2', '32.0', 'Sat, 11 Apr 2009 06:00:47', '733508.25055332598')
(2359, '32.0', '519.5', '32.0', 'Sat, 11 Apr 2009 06:01:17', '733508.25090054818')
(2360, '32.0', '518.8', '32.0', 'Sat, 11 Apr 2009 06:01:47', '733508.25124772405')
(2361, '32.0', '518.8', '32.0', 'Sat, 11 Apr 2009 06:02:17', '733508.25159489992')
(2362, '32.0', '518.1', '32.0', 'Sat, 11 Apr 2009 06:02:47', '733508.25194212212')
(2363, '32.0', '518.1', '32.0', 'Sat, 11 Apr 2009 06:03:17', '733508.25228929822')
(2364, '32.0', '516.7', '32.0', 'Sat, 11 Apr 2009 06:03:47', '733508.25263652031')
(2365, '32.0', '516.7', '32.0', 'Sat, 11 Apr 2009 06:04:17', '733508.25298388139')
(2366, '32.0', '516.7', '32.0', 'Sat, 11 Apr 2009 06:04:47', '733508.25333105749')
(2367, '32.0', '515.1', '32.0', 'Sat, 11 Apr 2009 06:05:17', '733508.25367827958')
(2368, '32.0', '515.1', '32.0', 'Sat, 11 Apr 2009 06:05:47', '733508.25402545545')
(2369, '32.0', '514.5', '32.0', 'Sat, 11 Apr 2009 06:06:17', '733508.25437267765')
(2370, '32.0', '513.8', '32.0', 'Sat, 11 Apr 2009 06:06:47', '733508.25471985387')
(2371, '32.0', '513.8', '32.0', 'Sat, 11 Apr 2009 06:07:17', '733508.25506721484')
(2372, '32.0', '513.1', '32.0', 'Sat, 11 Apr 2009 06:07:47', '733508.25541443692')
(2373, '32.0', '512.4', '32.0', 'Sat, 11 Apr 2009 06:08:17', '733508.25576161314')
(2374, '32.0', '511.7', '32.0', 'Sat, 11 Apr 2009 06:08:47', '733508.25610878947')
(2375, '32.0', '511.0', '32.0', 'Sat, 11 Apr 2009 06:09:17', '733508.25645601121')
